explanation,group,llm_likeness,token_count
The hypothesis is supported by the premise: An elderly woman in a white jacket walking past a brick wall using a cain to. This is consistent with the claim that A woman is walking past a brick wall.,old_llm,0.9616542809526782,38
"The premise gives related context (Elderly woman climbing up the stairs), but it does not provide enough evidence to confirm or deny that The old lady was walking.",old_llm,0.9967801981211756,28
The hypothesis is supported by the premise: A man has wrecked his racing bike in the dirt with five spectators behind a rope. This is consistent with the claim that A man has damaged something.,old_llm,0.9924568953119756,35
"The hypothesis conflicts with the premise. The premise states A man is hanging sausages in a market, which contradicts the claim that A woman is hanging sausages in a market.",old_llm,0.9546099502190872,30
The hypothesis is supported by the premise: A woman sits in a market where she sells goods with her dog. This is consistent with the claim that A saleswoman in a market.,old_llm,0.9914438835373615,32
"The hypothesis conflicts with the premise. The premise states A man wearing a purple cap yellow snow goggles a periwinkle jacket and red backpack moves, which contradicts the claim that The man is making a snow angel.",old_llm,0.9883500526646428,37
The hypothesis is supported by the premise: The football player prepares to kick the ball. This is consistent with the claim that A person is playing a sport.,old_llm,0.9961380411110698,28
"The premise gives related context (A girl is blowing a huge bubble), but it does not provide enough evidence to confirm or deny that A girl is playing.",old_llm,0.997998662342661,28
"The hypothesis conflicts with the premise. The premise states A young boy giving his brother a piggyback ride, which contradicts the claim that a boy is playing monopoly with his brother.",old_llm,0.9933592529021544,31
The hypothesis is supported by the premise: A girl making a snow angel wearing a black hat and glasses. This is consistent with the claim that A girl is outside in the snow.,old_llm,0.989121896828338,33
"The premise gives related context (A small dog looking up to his loving owner), but it does not provide enough evidence to confirm or deny that A dog is playing with his owner.",old_llm,0.9892163295834618,33
The hypothesis is supported by the premise: An older man is kneeling and talking to a group of younger children all in soccer. This is consistent with the claim that a man talks to kids.,old_llm,0.9821277885778389,35
"The premise gives related context (Six or seven people are standing on a pier with a table and a pair of), but it does not provide enough evidence to confirm or deny that They are going fishing.",old_llm,0.9784076547702895,37
"The premise gives related context (A robed dancer holding fire stick entertains a crowd), but it does not provide enough evidence to confirm or deny that A dancer about to breath fire out before the crowd.",old_llm,0.9844673335737325,36
"The premise gives related context (The cyclist rides on a wooded path), but it does not provide enough evidence to confirm or deny that The cyclist rides with a companion on a wooded path.",old_llm,0.9826757470132963,34
The hypothesis is supported by the premise: The people await to cross the street while walking the dog. This is consistent with the claim that people are with a dog.,old_llm,0.9981982131844716,30
"The premise gives related context (Women is small tops and skirts pose for the camera), but it does not provide enough evidence to confirm or deny that The women posing are models.",old_llm,0.9936101623281038,32
The hypothesis is supported by the premise: Dog yawns. This is consistent with the claim that A dog has its mouth open.,old_llm,0.9991588289276238,22
"The hypothesis conflicts with the premise. The premise states A young man holds a hammer shaped object in the air with one hand and a, which contradicts the claim that The person is eating a sandwich.",old_llm,0.990304866269153,36
"The hypothesis conflicts with the premise. The premise states A woman sitting with a guitar talking to a man sitting with an umbrella, which contradicts the claim that A man is jogging.",old_llm,0.9923589128879373,32
The hypothesis is supported by the premise: Rider in ceremonial garb rides white Arabian horse also wearing ceremonial blankets and tassels. This is consistent with the claim that The rider and horse are covered in gear.,old_llm,0.9811247306696934,36
"The hypothesis conflicts with the premise. The premise states A bird is perched on a tree branch, which contradicts the claim that A squirrel plays in a tree.",old_llm,0.9960279395606921,28
The hypothesis is supported by the premise: A woman sweeping in front of a ladder on a busy street. This is consistent with the claim that A woman cleans up near a ladder.,old_llm,0.9936130759043573,33
The hypothesis is supported by the premise: Twenty five people are marching. This is consistent with the claim that A big group marches around.,old_llm,0.9972329103674977,24
"The hypothesis conflicts with the premise. The premise states Dog with black and tan face standing in water looking up at camera, which contradicts the claim that a dog is sleeping.",old_llm,0.992990874856406,31
"The hypothesis conflicts with the premise. The premise states A guy in boots jeans and a blue shirt is falling off a bull by a, which contradicts the claim that A man riding his motorcycle off road.",old_llm,0.9867063812671295,37
"The hypothesis conflicts with the premise. The premise states Coed choir singing at an event, which contradicts the claim that An all boys choir is singing.",old_llm,0.9865193587740746,26
The hypothesis is supported by the premise: A boy in a green shirt is sitting in an almost empty stadium. This is consistent with the claim that A boy is sitting down.,old_llm,0.9949145253887443,32
"The hypothesis conflicts with the premise. The premise states A person in a ken do outfit is standing there waiting, which contradicts the claim that Nobody is standing.",old_llm,0.9980321813172122,28
"The hypothesis conflicts with the premise. The premise states A crowd gathered around a young man who is performing, which contradicts the claim that A girl is performing.",old_llm,0.9929365634331718,28
The hypothesis is supported by the premise: A white clad soccer player is attempting to intercept a soccer ball that is quickly approaching. This is consistent with the claim that A soccer player tries to get an interception.,old_llm,0.9582076899196537,38
"The hypothesis conflicts with the premise. The premise states A young male is running while playing tennis against another person, which contradicts the claim that An old woman sits on a bench.",old_llm,0.9885426300788793,32
"The premise gives related context (A young white man in running gear is jogging by the water), but it does not provide enough evidence to confirm or deny that A man runs along a path.",old_llm,0.996528438598707,35
The hypothesis is supported by the premise: A black dog is running through a marsh like area. This is consistent with the claim that A dog is running through a marshy area.,old_llm,0.9870537865825282,32
"The hypothesis conflicts with the premise. The premise states The boy in pajama pants jumps off the sofa, which contradicts the claim that The boy is sitting on the couch.",old_llm,0.9985077260925708,30
The hypothesis is supported by the premise: A guy taking a nap in the back of a vehicle. This is consistent with the claim that A man is sleeping in the rear of an automobile.,old_llm,0.9931263354884156,35
The hypothesis is supported by the premise: A young child plays on a beach next to an empty chair. This is consistent with the claim that There is one child in this picture.,old_llm,0.990224773660877,33
"The hypothesis conflicts with the premise. The premise states In front is a guy singing and playing guitar and a white shirted drummer in the, which contradicts the claim that The people are sleeping.",old_llm,0.9955021332630953,34
"The hypothesis conflicts with the premise. The premise states A little girl listens to a cellphone, which contradicts the claim that The girl is very old.",old_llm,0.9988084322783419,26
The hypothesis is supported by the premise: A woman getting her face painted for a parade. This is consistent with the claim that the woman has make up on her body.,old_llm,0.9901467297319725,31
"The hypothesis conflicts with the premise. The premise states A yellow backhoe near a large pile of dirt and rocks near a blue machine with, which contradicts the claim that A worker is on a break.",old_llm,0.9883353673516065,36
"The hypothesis conflicts with the premise. The premise states A swan landing in a lake, which contradicts the claim that A swan is flying away from a lake.",old_llm,0.9982815136664713,28
"The hypothesis conflicts with the premise. The premise states There's a red bus making a left turn into a traffic circle that has a sprinkler, which contradicts the claim that A red bus at a bus stop.",old_llm,0.9797357115926935,38
The hypothesis is supported by the premise: A woman is sitting outside at a table using a knife to cut into a sandwich. This is consistent with the claim that A woman is sitting outside.,old_llm,0.9878622092855696,35
"The premise gives related context (Two little white dogs running), but it does not provide enough evidence to confirm or deny that A few dogs are running to their owner.",old_llm,0.9899796627348673,30
"The hypothesis conflicts with the premise. The premise states A man in a green shirt hovers above the ground in the laundry room, which contradicts the claim that The man is wearing a red shirt.",old_llm,0.9970370622879269,35
"The hypothesis conflicts with the premise. The premise states Commuters wait for to cross a street, which contradicts the claim that A diver flips in mid air.",old_llm,0.9933912920244001,27
"The hypothesis conflicts with the premise. The premise states A worker is doing a job on scaffolding, which contradicts the claim that Nobody is working.",old_llm,0.9963521880880404,25
The hypothesis is supported by the premise: A singer wearing a leather jacket performs on stage with dramatic lighting behind him. This is consistent with the claim that a singer wearing a jacker performs on stage.,old_llm,0.9533582168917348,36
"The hypothesis conflicts with the premise. The premise states Small girl in a pink dress is playing electronic drum pads with sticks, which contradicts the claim that the girl is playing cricket.",old_llm,0.9895593479498537,32
The hypothesis is supported by the premise: The man is sweeping with a red broom. This is consistent with the claim that The man is sweeping dirt.,old_llm,0.9976762531275573,27
"The premise gives related context (A little boy is getting is birthday cake and is blowing out the candles), but it does not provide enough evidence to confirm or deny that Making a wish.",old_llm,0.9958678808881031,34
"The hypothesis conflicts with the premise. The premise states Two men wearing red jackets are looking out over some water and one man has yellow, which contradicts the claim that The jackets are blue.",old_llm,0.9670624401791122,34
"The hypothesis conflicts with the premise. The premise states A child in a ninja outfit does a jumping kick, which contradicts the claim that a child is wrestling with bears.",old_llm,0.9989840226535557,30
The hypothesis is supported by the premise: A barefoot man in an orange shirt shorts and a baseball cap is sitting on the. This is consistent with the claim that A man is sitting on a car.,old_llm,0.9875996747446202,37
The hypothesis is supported by the premise: A bald man is getting out of a small blue car. This is consistent with the claim that The man is bald.,old_llm,0.9857794547088534,29
The hypothesis is supported by the premise: A man wearing a red shirt with the number 54 hits a baseball while a catcher. This is consistent with the claim that A red shirted batter hits the pitch.,old_llm,0.9947396340059806,37
The hypothesis is supported by the premise: Three young boys enjoying a day at the beach. This is consistent with the claim that The boys are in the beach.,old_llm,0.9963559250169017,29
"The hypothesis conflicts with the premise. The premise states A man with brown pants and boots moving a tent, which contradicts the claim that A hiker is sleeping in a tent.",old_llm,0.9879120293846722,31
"The hypothesis conflicts with the premise. The premise states A man and woman look upward on a city block, which contradicts the claim that A man and woman are scuba diving.",old_llm,0.9922518297686702,31
"The premise gives related context (A skateboarder sails over white steps), but it does not provide enough evidence to confirm or deny that The skater was elated.",old_llm,0.9982999978528914,27
"The premise gives related context (A brown and black dog rubs his face in the grass), but it does not provide enough evidence to confirm or deny that The dog's nose itches.",old_llm,0.9956580962572451,33
"The hypothesis conflicts with the premise. The premise states A boy making an 'oh ' face in front of a bay, which contradicts the claim that A boy is swimming in the bay.",old_llm,0.994746651189896,32
"The hypothesis conflicts with the premise. The premise states Men wearing hats walk on the street, which contradicts the claim that The men are walking inside the school.",old_llm,0.9982007925883843,28
"The hypothesis conflicts with the premise. The premise states A man wearing a gray ball cap walks next to a redheaded woman wearing a long, which contradicts the claim that The man is wearing a blue cap.",old_llm,0.9931486663434095,37
The hypothesis is supported by the premise: Two men at a fish market filled with boxes of fish and freshly cut fillets study. This is consistent with the claim that Two men work at a market.,old_llm,0.9715169330363446,36
"The hypothesis conflicts with the premise. The premise states Someone with a long pole that appears to have a spike on the end is pointing, which contradicts the claim that A boy sleeping in a hot air balloon.",old_llm,0.9799173730841262,38
"The hypothesis conflicts with the premise. The premise states A small pale bird bends down to examine a crumb, which contradicts the claim that The bird is in the air.",old_llm,0.996432056631127,30
"The hypothesis conflicts with the premise. The premise states Workers are removing ice from a walkway, which contradicts the claim that Workers having a coffee break.",old_llm,0.9967785001292684,26
"The hypothesis conflicts with the premise. The premise states A man in a white t shirt is holding a pair of sunglasses, which contradicts the claim that A woman is dancing.",old_llm,0.9994756559094299,31
The hypothesis is supported by the premise: Male in a blue jacket decides to lay in the grass. This is consistent with the claim that The guy wearing a blue jacket is laying on the green grass.,old_llm,0.983174272831062,37
"The hypothesis conflicts with the premise. The premise states a woman walking down the street, which contradicts the claim that A woman rides a bike.",old_llm,0.9994011469999783,25
The hypothesis is supported by the premise: A worker dressed in hazard orange face down in an open street work. This is consistent with the claim that A person is wearing orange.,old_llm,0.9954846571779606,32
"The premise gives related context (Boy in red and black shirt walks through grass), but it does not provide enough evidence to confirm or deny that The boy is going to school.",old_llm,0.9927099013248255,32
The hypothesis is supported by the premise: Family members standing outside a home. This is consistent with the claim that A family is standing outside.,old_llm,0.9931621503760687,25
"The premise gives related context (Three men are standing on stage performing), but it does not provide enough evidence to confirm or deny that Male actors are putting on a play in a theater.",old_llm,0.9799868055737979,34
The hypothesis is supported by the premise: Several people are waiting in a metro station. This is consistent with the claim that The people are indoors.,old_llm,0.9974229878552501,26
"The hypothesis conflicts with the premise. The premise states A skier is heading into a grove of trees, which contradicts the claim that The person in the picture is riding a bike slowing up hill pumping the pedals as.",old_llm,0.9906708242269413,39
"The hypothesis conflicts with the premise. The premise states The guitarist performs a rocking solo, which contradicts the claim that the musician is at home sleeping.",old_llm,0.9979537557916819,26
The hypothesis is supported by the premise: A man on a skateboard on steps in front glass doors of a brick building. This is consistent with the claim that The brick building had glass doors in front.,old_llm,0.9407113718961546,37
"The premise gives related context (A dog and a cow play together inside the fence), but it does not provide enough evidence to confirm or deny that A dog and cow are playing with hay.",old_llm,0.9606289796747707,35
The hypothesis is supported by the premise: A female swimmer wearing a swimming cap does the butterfly stroke. This is consistent with the claim that A woman is swimming.,old_llm,0.9993562012201644,29
"The hypothesis conflicts with the premise. The premise states A man and a woman stand in front of a Christmas tree contemplating a single thought, which contradicts the claim that Two people talk loudly in front of a cactus.",old_llm,0.9834445820272785,39
The hypothesis is supported by the premise: Two adult men in black t shirt and loud tunics hold smoking torches in preparation for. This is consistent with the claim that Two men hold torches to celebrate.,old_llm,0.9809834233175496,36
The hypothesis is supported by the premise: Villagers pulling in the fish boat. This is consistent with the claim that There are people pulling a boat.,old_llm,0.9959132441516213,26
"The premise gives related context (Three people are outside), but it does not provide enough evidence to confirm or deny that Two people standing.",old_llm,0.9995982607899881,24
"The hypothesis conflicts with the premise. The premise states Two babies one in red asleep in their highchairs, which contradicts the claim that babies making poopies while playing in the sand on a Florida beach.",old_llm,0.9903328886192221,35
"The hypothesis conflicts with the premise. The premise states Two ladies at workout in mother nature, which contradicts the claim that The ladies are sitting on the floor.",old_llm,0.997777612998406,28
The hypothesis is supported by the premise: A woman in a hooded type coat is holding a golden colored axe. This is consistent with the claim that A woman holds an axe.,old_llm,0.9865576318747072,32
The hypothesis is supported by the premise: A woman in a blue top and pencil skirt walks by a balding man in a. This is consistent with the claim that They pass eachother.,old_llm,0.9927231747189503,33
The hypothesis is supported by the premise: Children at daycare playing on rings and poles one parent standing and holding her child and. This is consistent with the claim that Children are playing.,old_llm,0.9817419513294644,33
"The premise gives related context (Black and yellow teams are trying to get the basketball in the goal), but it does not provide enough evidence to confirm or deny that The two teams are both wearing white sneakers.",old_llm,0.9691929780203425,38
"The premise gives related context (Two oriental older women gathering rice from the fields), but it does not provide enough evidence to confirm or deny that Some Asian women are walking in the field of rice.",old_llm,0.9825910381555881,36
The hypothesis is supported by the premise: There is one man with light blue jeans on and one with dark blue jeans on. This is consistent with the claim that Two men are wearing jeans.,old_llm,0.9686391386917703,35
"The hypothesis conflicts with the premise. The premise states This church choir sings to the masses as they sing joyous songs from the book at, which contradicts the claim that A choir singing at a baseball game.",old_llm,0.9726576662015375,37
The hypothesis is supported by the premise: A father and son are in a field of yellow flowers. This is consistent with the claim that People are surrounded by flowers.,old_llm,0.9829244545308647,30
The hypothesis is supported by the premise: The Sooner football player carrying the ball is trying to avoid being tackled. This is consistent with the claim that A football player is holding a ball.,old_llm,0.9659295510998666,34
"The hypothesis conflicts with the premise. The premise states A young boy is playing in the sandy water, which contradicts the claim that A young boy is playing in the grass.",old_llm,0.9962608528286673,31
"The hypothesis conflicts with the premise. The premise states Politician John McCain on a talk show, which contradicts the claim that John McCain is hosting a talk show.",old_llm,0.9916740607037192,28
The hypothesis is supported by the premise: A young boy in green shorts balances on a pipe above a river. This is consistent with the claim that A person balancing.,old_llm,0.9958070763020844,30
The hypothesis is supported by the premise: Two dogs are digging under a large rock with their bottoms to the camera. This is consistent with the claim that Dogs are digging a hole.,old_llm,0.9759370725954702,33
The hypothesis is supported by the premise: A woman wearing purple and carrying a bag is walking out of a door. This is consistent with the claim that A woman was indoors before walking outside.,old_llm,0.9730676255030374,35
"The hypothesis conflicts with the premise. The premise states Cars and people are outside of 'Hotel Carmel ', which contradicts the claim that The hotel stands empty and abandoned with no one in site.",old_llm,0.9869376479605113,33
"The hypothesis conflicts with the premise. The premise states A man partly draped in a green and orange flag rests his arms on two others, which contradicts the claim that A man is running away from police.",old_llm,0.9897074877098927,37
"The premise gives related context (A musical group performs on stage with their instruments), but it does not provide enough evidence to confirm or deny that The jazz band performs.",old_llm,0.9944944910725251,30
The hypothesis is supported by the premise: A female runner dressed in blue athletic wear is running in a competition while spectators line. This is consistent with the claim that There are people on the street.,old_llm,0.9884209378955672,36
"The premise gives related context (A choir made up of varying ages of people are performing), but it does not provide enough evidence to confirm or deny that The choir is doing a Christmas program.",old_llm,0.9861107730526624,35
The hypothesis is supported by the premise: A family with young children sits down outside. This is consistent with the claim that There is a family sitting outside with their children.,old_llm,0.9909789258466771,31
"The premise gives related context (A football layer wearing a red shirt), but it does not provide enough evidence to confirm or deny that A built man wearing a tshirt.",old_llm,0.9991377635456707,30
"The premise gives related context (An Obama Biden supporter cheers for the Presidential candidate and his running mate), but it does not provide enough evidence to confirm or deny that A man is at a political rally.",old_llm,0.9975205004025227,37
"The premise gives related context (The man in the blue shirt is relaxing on the rocks), but it does not provide enough evidence to confirm or deny that The man is wearing purple jeans.",old_llm,0.9966620229831752,34
The hypothesis is supported by the premise: A dog catching a Frisbee. This is consistent with the claim that An animal is making contact with a toy.,old_llm,0.9957240688511906,27
"The premise gives related context (The three young children played with some toilet paper in the grass), but it does not provide enough evidence to confirm or deny that The three young children are throwing the toilet paper around.",old_llm,0.9478817723432126,39
The hypothesis is supported by the premise: Women sitting at steel table next to a man standing and holding his bicep. This is consistent with the claim that a women is holding a mans bicep.,old_llm,0.9945938548206406,35
"The premise gives related context (A woman wearing a red hat and red bandanna followed by a man in a red), but it does not provide enough evidence to confirm or deny that The woman is a dirty hippie.",old_llm,0.9961143025687894,39
"The premise gives related context (A snowboarder with a maroon coat sails through the air), but it does not provide enough evidence to confirm or deny that The snowboarder has never tried this jump before.",old_llm,0.9959980691905023,35
"The hypothesis conflicts with the premise. The premise states Soldiers are holding guns and peeking around a building, which contradicts the claim that Soldiers are holding guns in a large featureless desert.",old_llm,0.9090034774383327,32
The hypothesis is supported by the premise: A man in a navy blue shirt is tossing a boy with a large smile on. This is consistent with the claim that A man tossing a child into the air.,old_llm,0.9938017250091318,38
"The hypothesis conflicts with the premise. The premise states A woman smiles while she opens a red package in front of a table with yarn, which contradicts the claim that The woman is yelling at the package.",old_llm,0.9888522008135986,37
"The hypothesis conflicts with the premise. The premise states People with bags walk along a dirt road in front of a green building, which contradicts the claim that People are riding a bus.",old_llm,0.9873415624056446,33
"The hypothesis conflicts with the premise. The premise states a boy in a beige shirt is sleeping in a car, which contradicts the claim that A giraffe is on a chair.",old_llm,0.9944661939611597,31
The hypothesis is supported by the premise: A rugby player swings his leg back to punt the ball. This is consistent with the claim that The person is playing rugby.,old_llm,0.9924898135515876,30
The hypothesis is supported by the premise: A gymnast using a set of paralleled bars. This is consistent with the claim that A gymnast is performing a routine on the bars.,old_llm,0.9908432407231849,31
"The premise gives related context (Businessman walking as two arrows point to him), but it does not provide enough evidence to confirm or deny that A man is walking near an archery range.",old_llm,0.9938591055143419,33
"The premise gives related context (A woman finishing a marathon race), but it does not provide enough evidence to confirm or deny that The woman is in first place.",old_llm,0.9963704782995273,29
"The hypothesis conflicts with the premise. The premise states Three kids perform a skit about camping, which contradicts the claim that Five adults went camping.",old_llm,0.9942945498289986,25
The hypothesis is supported by the premise: A little boy wearing a yellow white and black striped shirt is whispering a secret to. This is consistent with the claim that A little boy is whispering to a girl.,old_llm,0.9719155094984947,38
The hypothesis is supported by the premise: A man and women sleeping outside on a bench. This is consistent with the claim that A man and women sleeping together outside on a park bench.,old_llm,0.9747291406252309,34
The hypothesis is supported by the premise: A little girl in a gray jacket is riding her bicycle. This is consistent with the claim that A human is riding a vehicle.,old_llm,0.9864043242958868,31
"The hypothesis conflicts with the premise. The premise states A young redheaded woman laughs at something, which contradicts the claim that A young redheaded man laughs at something.",old_llm,0.9802984002025029,28
The hypothesis is supported by the premise: an asian man in a black tracksuit is watching students doing exercised on basketball court. This is consistent with the claim that people excercise on court.,old_llm,0.9921717087564139,33
"The premise gives related context (A person taking pictures of a young brunette girl), but it does not provide enough evidence to confirm or deny that A photographer is working.",old_llm,0.9938578570073597,30
"The hypothesis conflicts with the premise. The premise states The man white purple and white polka dotted shirts is eating and looking to his right, which contradicts the claim that A person is jumping out of a plane.",old_llm,0.9816362041151737,38
The hypothesis is supported by the premise: Two women stand in a kitchen and wipe down trays. This is consistent with the claim that Two women are doing dishes.,old_llm,0.9962150341579457,29
The hypothesis is supported by the premise: Three performers are on the stage floor in black lace costumes. This is consistent with the claim that Three performers wear lace costumes.,old_llm,0.9873969427861722,30
The hypothesis is supported by the premise: A woman teaching a ballet class composed of small children holding colourful scarves. This is consistent with the claim that A woman is teaching a ballet class.,old_llm,0.9522538638219586,34
The hypothesis is supported by the premise: Two boys running down a outer hallway of an apartment building with one running into frame. This is consistent with the claim that Two boys are moving at high speed.,old_llm,0.9521372823378121,37
The hypothesis is supported by the premise: A boy jumps on the beach. This is consistent with the claim that A boy jumps in the air.,old_llm,0.9958198228323235,26
"The premise gives related context (Two women in tank tops are drinking), but it does not provide enough evidence to confirm or deny that Two women are on vacation getting drunk.",old_llm,0.9856215546568815,31
"The premise gives related context (A woman wearing a yellow jacket skis down a snowy hill), but it does not provide enough evidence to confirm or deny that A woman skis down a hill with a few friends.",old_llm,0.9672759310100546,38
The hypothesis is supported by the premise: Four adults eat while sitting on a tile floor. This is consistent with the claim that A group of people eat food.,old_llm,0.9856514117162825,29
The hypothesis is supported by the premise: a boy in a blue uniform is standing next to a boy in red and a. This is consistent with the claim that Three boys hold baseball gloves.,old_llm,0.9908189311489775,35
The hypothesis is supported by the premise: A middle aged man in a collard shirt is raising his forearms next to his face. This is consistent with the claim that a man raises his forearms.,old_llm,0.9879421875847958,35
"The premise gives related context (A woman in her swimsuit is kicking a ball on the beach), but it does not provide enough evidence to confirm or deny that A woman wearing a pink swimsuit.",old_llm,0.9915810639428662,35
The hypothesis is supported by the premise: Men wearing blue uniforms sit on a bus. This is consistent with the claim that Men sit on the bus.,old_llm,0.9876808190414582,27
"The premise gives related context (A man with a long white beard is examining a camera and another man with a), but it does not provide enough evidence to confirm or deny that A man is with a cowboy.",old_llm,0.9931440569893003,39
"The premise gives related context (3 people are shopping in a market), but it does not provide enough evidence to confirm or deny that The three people are shopping for a party they are going to throw.",old_llm,0.9677699678411495,37
The hypothesis is supported by the premise: A surfer on a wave. This is consistent with the claim that A surfer catching a swell.,old_llm,0.9984214360108454,24
"The hypothesis conflicts with the premise. The premise states Two people are setting up a photo shoot of a mobile in a white room, which contradicts the claim that The room is black.",old_llm,0.9918803503435971,33
"The premise gives related context (A girl in a red and white uniform is swinging a bat), but it does not provide enough evidence to confirm or deny that The girl is playing a game at recess.",old_llm,0.9924188121816343,37
The hypothesis is supported by the premise: Three people on bikes are coming over a ridge while a man in orange watches. This is consistent with the claim that People are biking outdoors.,old_llm,0.9943071911949735,33
"The hypothesis conflicts with the premise. The premise states Shadowed cyclist jumps over camera at sunset as shadowed photographer films, which contradicts the claim that A skater is being photographed.",old_llm,0.9937153221176609,30
"The premise gives related context (Two women walking near some trees in warm dark colored garments one with a hat one), but it does not provide enough evidence to confirm or deny that two women walk to work.",old_llm,0.9744327984264396,38
The hypothesis is supported by the premise: A boy wearing jeans standing on rocks in a river and throwing a stone. This is consistent with the claim that A boy throwing a stone.,old_llm,0.9647495970426431,33
"The hypothesis conflicts with the premise. The premise states Three men dancing as a group of people watch, which contradicts the claim that three men shooting the one girl.",old_llm,0.992758164701788,29
The hypothesis is supported by the premise: a woman and a child both wearing red outfits walking up a street. This is consistent with the claim that Two people wearing red outfits walking on a street.,old_llm,0.9835676189622808,36
"The premise gives related context (A yellow dog is running in a field near a mountain), but it does not provide enough evidence to confirm or deny that A yellow dog is chasing a bunny in the field.",old_llm,0.9657978331256987,38
The hypothesis is supported by the premise: A person holds a bunch of brush while walking down a stone path. This is consistent with the claim that The person is walking outside.,old_llm,0.9928094761798392,32
"The premise gives related context (A goofy looking woman is singing on stage), but it does not provide enough evidence to confirm or deny that A blonde woman is singing and dancing on the stage.",old_llm,0.9806511880215418,35
"The hypothesis conflicts with the premise. The premise states Two girls kissing a man with a black shirt and brown hair on the cheeks, which contradicts the claim that Two girls kiss.",old_llm,0.9982096387633345,32
"The premise gives related context (A group of young cheerleaders in pink and white costumes perform on a stage), but it does not provide enough evidence to confirm or deny that They are holding pom poms.",old_llm,0.9771703334922494,36
"The hypothesis conflicts with the premise. The premise states Cook handling hot tray with food on it, which contradicts the claim that girl eats cotton candy.",old_llm,0.9924577398873832,26
"The premise gives related context (Women is small tops and skirts pose for the camera), but it does not provide enough evidence to confirm or deny that The women are dressed nicely.",old_llm,0.9900011563025974,32
"The hypothesis conflicts with the premise. The premise states An old woman and a young man examine their bingo cards, which contradicts the claim that A young woman and old man are playing poker.",old_llm,0.9776109261719508,34
"The premise gives related context (A tree worker with a hard hat is cutting down a branch), but it does not provide enough evidence to confirm or deny that The tree appears to be dead.",old_llm,0.990354337012888,35
"The premise gives related context (A dog plays with a stuffed animal), but it does not provide enough evidence to confirm or deny that The dog is enjoying himself.",old_llm,0.9965922874186046,29
"The hypothesis conflicts with the premise. The premise states People are riding their bikes down a road, which contradicts the claim that No one is riding a bike.",old_llm,0.9892600384940557,28
"The hypothesis conflicts with the premise. The premise states A boy and girl kissing in the sunset, which contradicts the claim that A boy kisses his dog on the beach.",old_llm,0.9967446420477609,30
"The premise gives related context (Two boys running down a outer hallway of an apartment building with one running into frame), but it does not provide enough evidence to confirm or deny that Two boys are playing a game.",old_llm,0.9700244301360232,39
The hypothesis is supported by the premise: Man on bike with female standing on rear of back with arms around his neck. This is consistent with the claim that There are two people near a bike.,old_llm,0.9887894637926056,36
The hypothesis is supported by the premise: A dad with his child and an apple pie. This is consistent with the claim that A dad and his child are eating apple pie.,old_llm,0.9665687758547142,32
"The hypothesis conflicts with the premise. The premise states two teen boys in school clothes are walking with something in a garbage bag, which contradicts the claim that Two boys are sleeping beside the garbage bag.",old_llm,0.9613542255508379,36
The hypothesis is supported by the premise: Two individuals dressed up like animals are posing for the camera. This is consistent with the claim that People are posing for a picture.,old_llm,0.9811356097596446,31
"The hypothesis conflicts with the premise. The premise states A boy wearing a shirt with an American flag plays with a basketball on the blacktop, which contradicts the claim that The boy is asleep in bed.",old_llm,0.9953890562238535,36
The hypothesis is supported by the premise: Five girls and two guys are crossing a overpass. This is consistent with the claim that There are people outside.,old_llm,0.9956306645776848,27
The hypothesis is supported by the premise: Group of men standing in a meeting room talking. This is consistent with the claim that A group of men are talking to each other.,old_llm,0.9799129337105358,32
"The hypothesis conflicts with the premise. The premise states Sled and dogs headed towards another group of sled dogs with one loose, which contradicts the claim that The dogs are sitting still.",old_llm,0.9846146039278044,32
"The hypothesis conflicts with the premise. The premise states People shopping for vegetables at an outdoor market, which contradicts the claim that People shopping for junk at a flea market.",old_llm,0.9397908847897776,30
The hypothesis is supported by the premise: Three friends are talking. This is consistent with the claim that Three people are hanging out.,old_llm,0.9965742813333568,23
The hypothesis is supported by the premise: A woman is lying on her stomach on a white pillow and crying. This is consistent with the claim that A woman is crying.,old_llm,0.9830356355778334,31
"The premise gives related context (Man sitting playing guitar), but it does not provide enough evidence to confirm or deny that A man is sitting by a campfire playing guitar and singing.",old_llm,0.992033141458929,32
The hypothesis is supported by the premise: A farmer tends to his chores. This is consistent with the claim that A farmer works on their farm.,old_llm,0.9982111476917971,26
"The hypothesis conflicts with the premise. The premise states a man with a cap and not wearing shirt is laying a wooden bench, which contradicts the claim that A bench rests on a man.",old_llm,0.9929163487990358,34
"The premise gives related context (Two girls wearing hats are running through snow drifts outside), but it does not provide enough evidence to confirm or deny that two white girls running.",old_llm,0.9924023657866695,31
"The hypothesis conflicts with the premise. The premise states An elderly male is blowing air into an object, which contradicts the claim that The elderly man gave up blowing air into the object.",old_llm,0.9761127089596632,33
"The premise gives related context (A group of kids is splashing in deep water nearby a rock formation), but it does not provide enough evidence to confirm or deny that They are wearing lifejackets.",old_llm,0.9834328883449682,34
"The hypothesis conflicts with the premise. The premise states A young blond child eats chocolate cake with his fingers while holding the spoon in their, which contradicts the claim that a child is eating vegetables.",old_llm,0.9927893549236675,35
"The premise gives related context (Three dogs running through a field), but it does not provide enough evidence to confirm or deny that Three dogs are running in the daytime.",old_llm,0.9872519292437816,30
"The hypothesis conflicts with the premise. The premise states A young boy sits curiously on a rock near the water looking at his reflection, which contradicts the claim that The boy is swinging on a swing.",old_llm,0.9939785292838613,36
