explanation,token_count,length_bin,group,llm_likeness
"The premise provides related context (A man with a cigarette sits on the stoop), but it does not provide enough evidence to confirm or deny that A man rolls a cigarette and lights it.",8,06-10,old_llm,0.5218577925057092
"The premise provides related context (A young white man in running gear is jogging by the water), but it does not provide enough evidence to confirm or deny that A man runs along a path.",6,06-10,old_llm,0.8001839363082925
"The premise provides related context (A man is sitting at a restaurant table outdoors), but it does not provide enough evidence to confirm or deny that The man is being served food under an umbrella.",9,06-10,old_llm,0.87604208324303
"The premise provides related context (A man waiting for the bus in a war torn country), but it does not provide enough evidence to confirm or deny that A man is waiting for a bus in Iraq.",9,06-10,old_llm,0.907002127605097
"The premise provides related context (A brown dog and black and white dog run along the green grass), but it does not provide enough evidence to confirm or deny that Two dogs chase each other in the afternoon sun.",9,06-10,old_llm,0.8290730097621013
"The premise provides related context (A girl making a snow angel wearing a black hat and glasses), but it does not provide enough evidence to confirm or deny that A girl is on a snowy mountain.",7,06-10,old_llm,0.8132807390848362
"The premise provides related context (People are standing next to a chain link fence), but it does not provide enough evidence to confirm or deny that The people are at a school.",6,06-10,old_llm,0.8624100840743045
"The premise provides related context (A male guitar player is vigorously singing a not to a song in a poorly lit), but it does not provide enough evidence to confirm or deny that Someone is playing a song for a group of people.",10,06-10,old_llm,0.852231325206029
"The premise provides related context (Little girl with very curly hair drinking her cup of juice), but it does not provide enough evidence to confirm or deny that A girl with curly hair is drinking through a straw.",10,06-10,old_llm,0.6959643748408111
"The premise provides related context (Several members of a community are celebrating with music and costumes during a festival or party), but it does not provide enough evidence to confirm or deny that The people are celebrating New Years Eve.",7,06-10,old_llm,0.8682094923451963
"The premise provides related context (A young woman talks on the phone and carries her bags while walking past some hats), but it does not provide enough evidence to confirm or deny that A woman walks through a store talking on her phone.",10,06-10,old_llm,0.8775182421458628
"The premise provides related context (A person with an orange shovel is shoveling snow), but it does not provide enough evidence to confirm or deny that The person is clearing their snowed up driveway.",8,06-10,old_llm,0.8415587865791475
"The premise provides related context (A man in a lab coat is looking through a microscope), but it does not provide enough evidence to confirm or deny that A scientist is inspecting a new strain of virus.",9,06-10,old_llm,0.49851073393841716
"The premise provides related context (A child in an orange outfit stands holding flowers), but it does not provide enough evidence to confirm or deny that The boy has a gift for his mother.",8,06-10,old_llm,0.9143803868013822
"The premise provides related context (Women in blue dress singing on stage), but it does not provide enough evidence to confirm or deny that A woman is singing for the first time.",8,06-10,old_llm,0.7194834289680044
"The premise provides related context (Boy in green pajamas play with his toy while his mother sits on the couch and), but it does not provide enough evidence to confirm or deny that A boy in light green pajamas plays.",7,06-10,old_llm,0.8527856579153752
"The premise provides related context (Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for), but it does not provide enough evidence to confirm or deny that Two research scientists conduct research in disguise.",7,06-10,old_llm,0.9236768518289132
"The premise provides related context (3 ladies with numbers on their shirts running), but it does not provide enough evidence to confirm or deny that The ladies are in a marathon.",6,06-10,old_llm,0.7860397508489483
"The premise provides related context (Some people are standing on a city sidewalk at night and waiting to get on a), but it does not provide enough evidence to confirm or deny that Friends wait to get on the bus at night.",9,06-10,old_llm,0.8300765739842538
"The premise provides related context (A little boy in a blue shirt is putting some sunglasses up to a window while), but it does not provide enough evidence to confirm or deny that A boy puts on his new sunglasses.",7,06-10,old_llm,0.9010004057946429
"The premise provides related context (Men wearing painted clothes are standing in the rain), but it does not provide enough evidence to confirm or deny that It's raining heavily on a group of men.",9,06-10,old_llm,0.7878710220960572
"The premise provides related context (Two boys running down a outer hallway of an apartment building with one running into frame), but it does not provide enough evidence to confirm or deny that Two boys are playing a game.",6,06-10,old_llm,0.8892548345543292
"The premise provides related context (A fireman searching for something using a flashlight), but it does not provide enough evidence to confirm or deny that A man is searching for survivors.",6,06-10,old_llm,0.8281348600135062
"The premise provides related context (people sitting on stools looking outside), but it does not provide enough evidence to confirm or deny that People look out side the bar they are in.",9,06-10,old_llm,0.6296967268908076
"The premise provides related context (Two people are participating in the sport fencing), but it does not provide enough evidence to confirm or deny that Two people competing in a fencing tournament.",7,06-10,old_llm,0.8264615625646574
"The premise provides related context (This is a clown at an elementary school), but it does not provide enough evidence to confirm or deny that The clown is there to entertain.",6,06-10,old_llm,0.6338899377489231
"The premise provides related context (Children play in the sand surrounded by a sand structure with a lot of window like), but it does not provide enough evidence to confirm or deny that The children playing in the sand all know each other.",10,06-10,old_llm,0.7075495979615398
"The premise provides related context (A brown and black dog runs on the grass outdoors in front of a sidewalk), but it does not provide enough evidence to confirm or deny that The big dog is playing with a toy.",8,06-10,old_llm,0.8749278748356509
"The premise provides related context (A dusty boy runs along a dirt path through the grass), but it does not provide enough evidence to confirm or deny that A boy is running home after school.",7,06-10,old_llm,0.8057562425581023
"The premise provides related context (A guitarist a drummer and another band member are performing on stage with red lights on), but it does not provide enough evidence to confirm or deny that A band is playing a concert in a packed stadium.",10,06-10,old_llm,0.8033299884816706
"The premise provides related context (A person attempts to rope a black cow while riding a horse), but it does not provide enough evidence to confirm or deny that The person is riding a brown horse.",7,06-10,old_llm,0.8170540016633351
"The premise provides related context (Middle aged man cleaning the fallen snow on the roof of his car with a broom), but it does not provide enough evidence to confirm or deny that The man is getting his car ready for work.",9,06-10,old_llm,0.9106724310649673
"The premise provides related context (A couple is eating outside at a table and he is pointing at something), but it does not provide enough evidence to confirm or deny that The man is pointing at a purse snatcher.",8,06-10,old_llm,0.85142961719272
"The premise provides related context (Two women wearing aprons and hairnets look at each other while they reach into metal canisters), but it does not provide enough evidence to confirm or deny that Two women are running a kitchen.",6,06-10,old_llm,0.7807125560393096
"The premise provides related context (A little boy wearing a yellow white and black striped shirt is whispering a secret to), but it does not provide enough evidence to confirm or deny that The little boy is good friends with the girl.",9,06-10,old_llm,0.9596413474058716
"The premise provides related context (A woman wearing a colorful bikini rests laying down next to the blue water), but it does not provide enough evidence to confirm or deny that The woman is a super model.",6,06-10,old_llm,0.8114542379287389
"The premise provides related context (A man in a mask in the back of a service vehicle), but it does not provide enough evidence to confirm or deny that A robber is in a police car.",7,06-10,old_llm,0.5728038432196509
"The premise provides related context (Two boys in running clothes stretching), but it does not provide enough evidence to confirm or deny that The boys are stretching before doing gymnastics.",7,06-10,old_llm,0.7997571217198337
"The premise provides related context (Commuters wait for to cross a street), but it does not provide enough evidence to confirm or deny that They wait to cross Main Street.",6,06-10,old_llm,0.5408724569099421
"The premise provides related context (The young man in the plaid shirt is sitting on a chair that is out in), but it does not provide enough evidence to confirm or deny that Someone is sitting outside waiting for a friend to arrive.",10,06-10,old_llm,0.818642340397776
"The premise provides related context (two boys reading superhero books), but it does not provide enough evidence to confirm or deny that Two boys reading a book about spiderman.",7,06-10,old_llm,0.7637458374536199
"The premise provides related context (A man sitting on an elephant with a riding seat is talking to a female tourist), but it does not provide enough evidence to confirm or deny that An old Asian man riding a baby elephant.",8,06-10,old_llm,0.8806572257019081
"The premise provides related context (A woman in her swimsuit is kicking a ball on the beach), but it does not provide enough evidence to confirm or deny that A woman wearing a pink swimsuit.",6,06-10,old_llm,0.8649700291495783
"The premise provides related context (A young man holds a hammer shaped object in the air with one hand and a), but it does not provide enough evidence to confirm or deny that A carpenter is having some fun during his break.",9,06-10,old_llm,0.8753331932464168
"The premise provides related context (Two sweet young girls on ice skates hands up and holding on to each other get), but it does not provide enough evidence to confirm or deny that The female ice skaters are competing in a tournament.",9,06-10,old_llm,0.8253806365103843
"The premise provides related context (A wet dog shaking off excess water in a field), but it does not provide enough evidence to confirm or deny that The dog will return to the lake soon.",8,06-10,old_llm,0.8473427829105953
"The premise provides related context (Man playing a game with a young girl), but it does not provide enough evidence to confirm or deny that The man and the young girl are having fun.",9,06-10,old_llm,0.8009620261109907
"The premise provides related context (A woman wearing dollar sign glasses holding a dollar bill stands with a suitcase that says), but it does not provide enough evidence to confirm or deny that She is dressed up for a commercial shoot.",8,06-10,old_llm,0.6041235209170189
"The premise provides related context (A man wearing a blue shirt and headphones around his neck raises his arm), but it does not provide enough evidence to confirm or deny that A man is raising his arm to get someones attention.",10,06-10,old_llm,0.8523200402880071
"The premise provides related context (A skateboarder does a trick in midair), but it does not provide enough evidence to confirm or deny that A skateboarder doing a kick flip midair.",7,06-10,old_llm,0.7194037115853757
"The premise provides related context (A woman wearing a yellow jacket skis down a snowy hill), but it does not provide enough evidence to confirm or deny that A woman skis down a hill with a few friends.",10,06-10,old_llm,0.8416278021872013
"The premise provides related context (A boy in a blue shirt plays in a jumping tent), but it does not provide enough evidence to confirm or deny that Rent your own bouncy house today.",6,06-10,old_llm,0.6235675776543079
"The premise provides related context (A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly), but it does not provide enough evidence to confirm or deny that A girl captures a butterfly for a science fair project.",10,06-10,old_llm,0.7317731116710153
"The premise provides related context (A woman looks at a picture and framing tools while standing in a sparse building with), but it does not provide enough evidence to confirm or deny that A woman is crying as she surveys her framing job.",10,06-10,old_llm,0.5912891463429324
"The premise provides related context (A man wearing a brightly green camouflage patterned denim jacket and boots walks by a building), but it does not provide enough evidence to confirm or deny that A man just purchased some lottery tickets.",7,06-10,old_llm,0.7973506209323314
"The premise provides related context (Two girls jumping on a trampoline one upright and the other landing on her back in), but it does not provide enough evidence to confirm or deny that Two girls are playing a game on the trampoline.",9,06-10,old_llm,0.8927084716702863
"The premise provides related context (Six people in mid evil style costumes wearing stilts of varying length pass by a group), but it does not provide enough evidence to confirm or deny that Six people are dressing old school for a play.",9,06-10,old_llm,0.8464144563638891
"The premise provides related context (A female gymnast flies off of the lower bar and is suspended in the air with), but it does not provide enough evidence to confirm or deny that A female gymnast is competing at the Olympics.",8,06-10,old_llm,0.740529720880829
"The premise provides related context (an elderly man in a tie die shirt playing a red according key bored for a), but it does not provide enough evidence to confirm or deny that There is a man outdoors playing an instrument.",8,06-10,old_llm,0.7304126174942384
"The premise provides related context (A woman in an apron is looking for bread), but it does not provide enough evidence to confirm or deny that A woman is looking for bread in her kitchen cupboards.",10,06-10,old_llm,0.8836600195306055
"The premise provides related context (A woman is shaving the hair off of a black and white dog), but it does not provide enough evidence to confirm or deny that The woman is holding a some clippers in her hand.",10,06-10,old_llm,0.9581140604231492
"The premise provides related context (A group of female athletes are huddled together and excited), but it does not provide enough evidence to confirm or deny that They are huddled together because they are working together.",9,06-10,old_llm,0.20474223492874882
"The premise provides related context (A woman floats in an innertube in a large body of water), but it does not provide enough evidence to confirm or deny that The woman is in the ocean.",6,06-10,old_llm,0.8875910719138075
"The premise provides related context (A young boy poses behind the netting of an enclosed play area while three other children), but it does not provide enough evidence to confirm or deny that A boy poses in front of his siblings playing.",9,06-10,old_llm,0.8717504283936968
"The premise provides related context (The skateboarder is jumping his board in the air while another skateboarder watches), but it does not provide enough evidence to confirm or deny that A skateboarder is jumping while the other is sitting.",9,06-10,old_llm,0.33081328486631795
"The premise provides related context (A man holding a briefcase on a subway), but it does not provide enough evidence to confirm or deny that A man is going to work on a subway.",9,06-10,old_llm,0.8883578337278565
"The premise provides related context (A gas station and a car on fire), but it does not provide enough evidence to confirm or deny that A car sets a gas station on fire.",8,06-10,old_llm,0.6618845858014152
The hypothesis is supported by the premise: A dog is walking down steps. This is consistent with the claim that An animal is walking.,10,06-10,old_llm,0.6637001752666511
"The premise provides related context (A man is dancing in front of a band), but it does not provide enough evidence to confirm or deny that The man is having a good time.",7,06-10,old_llm,0.8469597040498448
The hypothesis is supported by the premise: Two friends having a laugh. This is consistent with the claim that Two friends are laughing.,9,06-10,old_llm,0.870852250526378
"The premise provides related context (Nurses in a medical setting conversing over a plastic cup), but it does not provide enough evidence to confirm or deny that The nurses are discussing a patient.",6,06-10,old_llm,0.678608435822932
"The premise provides related context (Six dogs swimming in a river), but it does not provide enough evidence to confirm or deny that Six dogs swim across the river.",6,06-10,old_llm,0.7781833474457396
"The premise provides related context (A woman is walking her dog and using her cellphone), but it does not provide enough evidence to confirm or deny that The woman is playing a game on her cellphone.",9,06-10,old_llm,0.9160353775208143
"The premise provides related context (An elderly male is blowing air into an object), but it does not provide enough evidence to confirm or deny that The elderly man was blowing up a balloon.",8,06-10,old_llm,0.8020096098961255
"The premise provides related context (Two females kneeling and a man sting in a chair looking toward a man in robes), but it does not provide enough evidence to confirm or deny that The man is a Catholic priest.",6,06-10,old_llm,0.9465127947418676
"The premise provides related context (A lady in a white tank and shorts fixing a wooden drawer), but it does not provide enough evidence to confirm or deny that The woman is wearing black shorts.",6,06-10,old_llm,0.9138625367553035
"The premise provides related context (A group of people are ice skating in a big city), but it does not provide enough evidence to confirm or deny that The people are falling down a lot.",7,06-10,old_llm,0.7925833123369108
"The premise provides related context (Young person in black next to an older person in black and white polka dot), but it does not provide enough evidence to confirm or deny that A young person is standing next to a relative.",9,06-10,old_llm,0.7237598544711275
"The premise provides related context (A brown and white dog holds a tennis ball in his mouth), but it does not provide enough evidence to confirm or deny that A dog is playing fetch with his owner.",8,06-10,old_llm,0.8949457222578973
"The premise provides related context (A man on a skateboard on steps in front glass doors of a brick building), but it does not provide enough evidence to confirm or deny that The man with the skateboard is waiting for a plane.",10,06-10,old_llm,0.8829438171688868
"The premise provides related context (A woman tired from her long day takes a nap on her bed above the sheets), but it does not provide enough evidence to confirm or deny that An elderly woman is taking a nap.",7,06-10,old_llm,0.7316074904412943
"The premise provides related context (A girl playing soccer in a green field with some trees in the background), but it does not provide enough evidence to confirm or deny that The girl plays soccer with some friends.",7,06-10,old_llm,0.9245662910938133
"The premise provides related context (Two people standing behind a Sonoma display and a woman with a stroller on the other), but it does not provide enough evidence to confirm or deny that A woman has her daughter in a stroller.",8,06-10,old_llm,0.8485577742860695
"The premise provides related context (A few women and children are collecting items from rocks), but it does not provide enough evidence to confirm or deny that People are collecting special stones from rocks.",7,06-10,old_llm,0.7035766313046037
The hypothesis is supported by the premise: Man holding torch of fire. This is consistent with the claim that There is a man.,9,06-10,old_llm,0.6532955759859281
"The premise provides related context (Baby in running in over sized flip flops), but it does not provide enough evidence to confirm or deny that A baby is running in her big sisters flip flops.",10,06-10,old_llm,0.8282532102199051
"The premise provides related context (A kid playing a game called The Derby), but it does not provide enough evidence to confirm or deny that The child is playing a game for fun.",8,06-10,old_llm,0.8912715412703366
"The premise provides related context (African woman walking through field), but it does not provide enough evidence to confirm or deny that The african woman is looking for someone in the fields.",10,06-10,old_llm,0.8987427791418032
"The premise provides related context (A little boy with a shirt shorts and socks on standing on the beach), but it does not provide enough evidence to confirm or deny that A boy is watching a boat float by.",8,06-10,old_llm,0.705389618688559
"The premise provides related context (Two old women sitting on curb next to flowers), but it does not provide enough evidence to confirm or deny that Two old women sat near the scenery that they enjoyed.",10,06-10,old_llm,0.5332620987863218
"The premise provides related context (Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle), but it does not provide enough evidence to confirm or deny that Five girls are wearing different colored dresses.",7,06-10,old_llm,0.4686208442736744
"The premise provides related context (A silhouette of a man fishing), but it does not provide enough evidence to confirm or deny that A man took a fishing trip.",6,06-10,old_llm,0.7859795761049934
"The premise provides related context (A person wearing orange stockings and chunky boots has her legs stretched out on the grass), but it does not provide enough evidence to confirm or deny that The boots have a hole in them.",7,06-10,old_llm,0.6088988801378249
"The premise provides related context (A young girl with water wings leaps into a crowded pool), but it does not provide enough evidence to confirm or deny that The girl is jumping to her father in the pool.",10,06-10,old_llm,0.9090103659801483
"The premise provides related context (A lady dressed in a costume is posing with an axe in the middle of the), but it does not provide enough evidence to confirm or deny that A lady is posing as a woodsman for a photoshoot.",10,06-10,old_llm,0.537060965134494
"The premise provides related context (A woman in a fur lined plaid purple jacket stands by a table full of eating), but it does not provide enough evidence to confirm or deny that The woman is watching the children eat their lunch.",9,06-10,old_llm,0.8548864989584971
"The premise provides related context (A group of smiling people are posing outdoors for a picture), but it does not provide enough evidence to confirm or deny that The group of people are smiling for their family photo.",10,06-10,old_llm,0.9282947925327609
"The premise provides related context (A woman is seen from above applying red nail polish to her toes as they rest), but it does not provide enough evidence to confirm or deny that The woman is sitting next to someone.",7,06-10,old_llm,0.8085471494462595
"The premise provides related context (A boy hits a tennis ball on a court), but it does not provide enough evidence to confirm or deny that The boy is good at tennis.",6,06-10,old_llm,0.852075151245634
"The premise provides related context (Two children are sitting on a white blanket while the other child is sitting in the), but it does not provide enough evidence to confirm or deny that Two children are having fun together.",6,06-10,old_llm,0.8653418529608323
"The premise provides related context (a brown dog coming out of an orange and yellow tunnel), but it does not provide enough evidence to confirm or deny that A stray dog walking out of the subway tunnel.",9,06-10,old_llm,0.6975071077510733
The hypothesis is supported by the premise: A man playing cricket. This is consistent with the claim that someone plays a game.,8,06-10,old_llm,0.7955145219792652
"The premise provides related context (A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow), but it does not provide enough evidence to confirm or deny that a man has surfed for an hour.",7,06-10,old_llm,0.8646373750786763
"The premise provides related context (A man with a large mustache watches the barber conduct his work through the mirror that), but it does not provide enough evidence to confirm or deny that A man is getting his face shaved for his party.",10,06-10,old_llm,0.9239255841233497
"The premise provides related context (A male sitting down enjoy his coffee at a coffee shop), but it does not provide enough evidence to confirm or deny that A man eats a doughnut with his coffee.",8,06-10,old_llm,0.8857938787724348
"The premise provides related context (Children playing a video game together), but it does not provide enough evidence to confirm or deny that The children are having fun together.",6,06-10,old_llm,0.8594820873952841
"The premise provides related context (There is a group of children getting their picture taken with presents), but it does not provide enough evidence to confirm or deny that Young children open presents under a large Christmas tree.",9,06-10,old_llm,0.7791061614108146
"The premise provides related context (Two men working in a small factory), but it does not provide enough evidence to confirm or deny that Two men in a tool plant.",6,06-10,old_llm,0.8550470208809444
"The premise provides related context (A young boy holding a red toy wearing green snowman and reindeer pajamas with an older), but it does not provide enough evidence to confirm or deny that The older woman behind the young boy is his mother.",10,06-10,old_llm,0.8949455609140584
"The premise provides related context (Little boy in a green sweatshirt playing with his toy train), but it does not provide enough evidence to confirm or deny that A boy is playing with his scale model train.",9,06-10,old_llm,0.8924726712477593
"The premise provides related context (A group of people standing in a restaurant), but it does not provide enough evidence to confirm or deny that A party waits to be seated at a restaurant.",9,06-10,old_llm,0.4560187601784018
"The premise provides related context (Two identical brown dogs side by side holding something white in both their mouths), but it does not provide enough evidence to confirm or deny that Two litter brothers fight over a bone.",7,06-10,old_llm,0.8472340742414751
"The premise provides related context (kid practicing karate move), but it does not provide enough evidence to confirm or deny that A kid is practicing a complicated karate move.",8,06-10,old_llm,0.6158186764684787
"The premise provides related context (Picture of two men playing in a band one playing the drums and one playing a), but it does not provide enough evidence to confirm or deny that A band is auditioning for the owners of a nightclub.",10,06-10,old_llm,0.6949320888610186
"The premise provides related context (A woman getting her face painted for a parade), but it does not provide enough evidence to confirm or deny that the woman is on a float.",6,06-10,old_llm,0.8295670981475128
"The premise provides related context (A crowd of people are packed into a subway car), but it does not provide enough evidence to confirm or deny that A crowd of people are headed to work.",8,06-10,old_llm,0.7489025130174851
"The premise provides related context (A man and a woman running in the street), but it does not provide enough evidence to confirm or deny that The man and woman are running in a marathon.",9,06-10,old_llm,0.7847542741999866
"The premise provides related context (A boy in a blue shirt plays in a jumping tent), but it does not provide enough evidence to confirm or deny that Kid celebrates at a birthday party.",6,06-10,old_llm,0.7706268717233805
"The premise provides related context (A group of mountain climbers rests at the summit), but it does not provide enough evidence to confirm or deny that A group of climbers celebrates at the top of Everest.",10,06-10,old_llm,0.784098899289335
"The premise provides related context (A soccer team is standing on the field waiting for their time to make a move), but it does not provide enough evidence to confirm or deny that People are playing soccer in the rain.",7,06-10,old_llm,0.9162795173307496
"The premise provides related context (A dog hides in the tall grasses along a rocky shore), but it does not provide enough evidence to confirm or deny that The dog loves to be here.",6,06-10,old_llm,0.3699203357078681
"The premise provides related context (Young boys in green and blue jerseys kick around a soccer ball while other soccer games), but it does not provide enough evidence to confirm or deny that Young boys waiting for their soccer game.",7,06-10,old_llm,0.884124140065141
"The premise provides related context (A man and a woman are standing at the side of an inflatable climbing structure), but it does not provide enough evidence to confirm or deny that A man and a woman are talking.",7,06-10,old_llm,0.6317841204216655
"The premise provides related context (A man and a child are purchasing ice cream from a man with a hand pushed), but it does not provide enough evidence to confirm or deny that A father is buying his daughter ice cream.",8,06-10,old_llm,0.7385814317614432
"The premise provides related context (A man wearing a brown hoodie is shopping for snacks), but it does not provide enough evidence to confirm or deny that The man is in a store.",6,06-10,old_llm,0.8962334073222126
"The premise provides related context (People stand along a train track and take pictures), but it does not provide enough evidence to confirm or deny that Photographers take photos of the scene after a train accident.",10,06-10,old_llm,0.7548197345961277
"The premise provides related context (A child and a parent or older sibling going for a hike), but it does not provide enough evidence to confirm or deny that It is the child's first time hiking.",8,06-10,old_llm,0.28464626854995606
"The premise provides related context (Two women are reading one woman has a magazine with a Dior ad on the back), but it does not provide enough evidence to confirm or deny that Two women are in the library reading.",7,06-10,old_llm,0.8573568237340237
"The premise provides related context (A woman lowering ballast on a boat), but it does not provide enough evidence to confirm or deny that The captain of the boat is preparing for rough waters.",10,06-10,old_llm,0.6560207431153918
"The premise provides related context (People are sitting in a cheery Mexican restaurant), but it does not provide enough evidence to confirm or deny that People are listening to mariachi music.",6,06-10,old_llm,0.7364612306753708
"The premise provides related context (A young boy in suspenders), but it does not provide enough evidence to confirm or deny that The boy's suspenders are blue.",6,06-10,old_llm,0.7929179525532516
"The premise provides related context (A person with blue hair a baseball cap and a hood on stands outdoors in a), but it does not provide enough evidence to confirm or deny that A person is enjoying a sporting event.",7,06-10,old_llm,0.710353354682823
"The premise provides related context (At an outdoor event on a large table several workers form an assembly line in which), but it does not provide enough evidence to confirm or deny that Workers preparing for a chili cook off.",7,06-10,old_llm,0.7286177286296842
"The premise provides related context (Man and women standing under a red umbrella), but it does not provide enough evidence to confirm or deny that The married couple stood under the umbrella.",7,06-10,old_llm,0.8263136655806773
"The premise provides related context (Two men are standing in a boat), but it does not provide enough evidence to confirm or deny that A few men are fishing on a boat.",8,06-10,old_llm,0.7882264372102451
"The premise provides related context (Small girl riding in play car), but it does not provide enough evidence to confirm or deny that A girl is about to crash her toy car.",9,06-10,old_llm,0.7903694765874182
"The premise provides related context (A boy in a yellow t shirt and pink sweater talks on a cellphone while riding), but it does not provide enough evidence to confirm or deny that A tall person in a shirt.",6,06-10,old_llm,0.8448462812007952
"The premise provides related context (Several cartoon characters are behind a young girl sitting in a highchair with a bucket and), but it does not provide enough evidence to confirm or deny that One of the cartoon character is upset.",7,06-10,old_llm,0.5069612143677811
"The premise provides related context (Coach talks with football player other players and crowd in background), but it does not provide enough evidence to confirm or deny that A football coach is instructing a player on the sidelines.",10,06-10,old_llm,0.6688683450156149
"The premise provides related context (People are waiting in line to board a double decker bus), but it does not provide enough evidence to confirm or deny that German tourists are waiting in line to board a bus.",10,06-10,old_llm,0.693669979650011
"The premise provides related context (A person is holding a shovel between a truck and a cloud of dust), but it does not provide enough evidence to confirm or deny that The person wants to dig for something that is buried.",10,06-10,old_llm,0.5532538557062935
"The premise provides related context (Three children are playing on a swing in the garden), but it does not provide enough evidence to confirm or deny that Three children are playing on a blue swing set.",9,06-10,old_llm,0.842683407359383
The hypothesis is supported by the premise: A boy in a swing. This is consistent with the claim that a boy playing.,8,06-10,old_llm,0.8575464682509615
"The premise provides related context (There are a group of track runners bracing to take off), but it does not provide enough evidence to confirm or deny that The track runners are competiting to win the race.",9,06-10,old_llm,0.7653062201746754
"The premise provides related context (This person in a yellow kayak is riding the rapids), but it does not provide enough evidence to confirm or deny that This person is going to the waterfall.",7,06-10,old_llm,0.8314168110126353
"The premise provides related context (The festivities of the Latin celebration has brought many visitors and enthusiastic colorful performers to the), but it does not provide enough evidence to confirm or deny that Many visitors have fun at the Latin celebration.",8,06-10,old_llm,0.60781388954315
"The premise provides related context (Two small children walk away in a field), but it does not provide enough evidence to confirm or deny that Two small children walk towards their parents in a field.",10,06-10,old_llm,0.8774693234365087
"The premise provides related context (A female child in a white long sleeved shirt is kneeling on a couch laughing as), but it does not provide enough evidence to confirm or deny that A child laughs at her mothers joke on a couch.",10,06-10,old_llm,0.8269455172123175
"The premise provides related context (A young child joyfully pulls colorful tissue paper from a decorated box looking for his present), but it does not provide enough evidence to confirm or deny that a child opens a present on his birthday.",8,06-10,old_llm,0.8168982590585777
"The premise provides related context (A female covering her face in laughter at the dinner table), but it does not provide enough evidence to confirm or deny that A woman has heard a joke.",6,06-10,old_llm,0.803765863195962
"The premise provides related context (A small Asian child rides on the back of a woman who is wearing a hat), but it does not provide enough evidence to confirm or deny that A mother and her child ride home from work.",9,06-10,old_llm,0.7831793660482355
"The premise provides related context (A jubilant crowd dressed fabulously in purple red and yellow gold move in step on a), but it does not provide enough evidence to confirm or deny that People having a parade on a street.",7,06-10,old_llm,0.7355081486634796
"The premise provides related context (A dark skinned person crouched while painting a sign), but it does not provide enough evidence to confirm or deny that A black man is painting a protest sign.",8,06-10,old_llm,0.8338712856009528
"The premise provides related context (The young man is sitting on a couch smoking a cigarette), but it does not provide enough evidence to confirm or deny that A young man smoking a cigar.",6,06-10,old_llm,0.8007796366929899
"The premise provides related context (The guy in the black jacket is standing on his hand on a checkered rectangle), but it does not provide enough evidence to confirm or deny that The circus performer wows the crowd with his feat.",9,06-10,old_llm,0.9123319071421199
"The premise provides related context (A man waiting in an airport terminal writes on a piece of paper as others are), but it does not provide enough evidence to confirm or deny that People trying to read what a man is writing.",9,06-10,old_llm,0.8452764390722176
"The premise provides related context (An orange on the floor next to a dog), but it does not provide enough evidence to confirm or deny that The dog is a labrador retriever.",6,06-10,old_llm,0.7999377826624868
"The premise provides related context (Several people are laying on the floor sleeping covered by blankets), but it does not provide enough evidence to confirm or deny that A group of people fight in their dreams.",8,06-10,old_llm,0.8981876877470242
"The premise provides related context (The young girl is swinging on a swing and her hair is flying out behind her), but it does not provide enough evidence to confirm or deny that The girl is swinging at the park.",7,06-10,old_llm,0.820398969117537
"The premise provides related context (a red haired woman playing the violin), but it does not provide enough evidence to confirm or deny that A woman is performing at a concert.",7,06-10,old_llm,0.8058470035024824
"The premise provides related context (Young Asian male child either smoking something or its an instrument), but it does not provide enough evidence to confirm or deny that A child is Asian and American.",6,06-10,old_llm,0.44964101816066854
"The premise provides related context (skateboarder sliding down a ramp), but it does not provide enough evidence to confirm or deny that A skateboarder is taking pictures of himself with his phone.",10,06-10,old_llm,0.7724029860099525
"The premise provides related context (A man balances a unicycle using his face and both hands), but it does not provide enough evidence to confirm or deny that A man is using his hands.",6,06-10,old_llm,0.8477487272585761
"The premise provides related context (A surfer on a wave), but it does not provide enough evidence to confirm or deny that A surfer competing at a competition.",6,06-10,old_llm,0.7882388826460841
"The premise provides related context (a male teen is working on a school project), but it does not provide enough evidence to confirm or deny that A 16 year old doing homework.",6,06-10,old_llm,0.7157624709763681
"The premise provides related context (An adorable child leaping to block a soccer ball from entering the goal), but it does not provide enough evidence to confirm or deny that A child blocks a goal with his head.",8,06-10,old_llm,0.8430957222147166
"The premise provides related context (Three performers are on the stage floor in black lace costumes), but it does not provide enough evidence to confirm or deny that The performers are performing in a cabaret.",7,06-10,old_llm,0.8156585131527734
"The premise provides related context (A girl climbing a chain link fence), but it does not provide enough evidence to confirm or deny that The girl climbs the fence to get to school.",9,06-10,old_llm,0.8370286443610079
"The premise provides related context (Two men and a Frisbee), but it does not provide enough evidence to confirm or deny that Two men playing with a Frisbee.",6,06-10,old_llm,0.8564344337745258
"The premise provides related context (A man playing the guitar while smoking a cigarette), but it does not provide enough evidence to confirm or deny that A man is playing a brown guitar.",7,06-10,old_llm,0.9370293629294069
"The premise provides related context (A group of women sing together while wearing matching black dresses), but it does not provide enough evidence to confirm or deny that A group of women sing on stage at the concert.",10,06-10,old_llm,0.8642577039613526
