articleid,dataset,questionid,question,system,answer,annotationid,correct_label,complete_label,feedback,ebr_raw,ebr_num,workerid
1180,inq,8,why did the editing process take so long?,text-davinci-003_few_shot,"The diaries from age 16 to 86 contain 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, professor of modern history at the University of Oxford, has annotated the entries with information about the subjects and the 20,500 people mentioned. This process of annotation and research took more than a quarter-century to complete.",4,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100,0
1180,inq,8,why did the editing process take so long?,text-davinci-003_zero_shot,"The editing process took so long because the diaries of William Ewart Gladstone contained 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, had to annotate the entries with information about the subjects and the 20,500 people mentioned, which was a lengthy process.",0,correct,complete,This is a fully sufficient answer,100,100,5
1180,inq,8,why did the editing process take so long?,text-davinci-003_zero_shot,"The editing process took so long because the diaries of William Ewart Gladstone contained 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, had to annotate the entries with information about the subjects and the 20,500 people mentioned, which was a lengthy process.",1,correct,complete,"The answer is correct and complete, there were 70 years of diaries.",100,100,3
1180,inq,8,why did the editing process take so long?,text-davinci-003_zero_shot,"The editing process took so long because the diaries of William Ewart Gladstone contained 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, had to annotate the entries with information about the subjects and the 20,500 people mentioned, which was a lengthy process.",2,correct,complete,Sentences 5 and 6 hold the information and the answer makes good use of them to craft its response.,100,100,6
1180,inq,8,why did the editing process take so long?,text-davinci-003_zero_shot,"The editing process took so long because the diaries of William Ewart Gladstone contained 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, had to annotate the entries with information about the subjects and the 20,500 people mentioned, which was a lengthy process.",3,correct,complete,The answer is correct and complete.,100,100,3
1180,inq,8,why did the editing process take so long?,text-davinci-003_zero_shot,"The editing process took so long because the diaries of William Ewart Gladstone contained 23,500 entries, brief and primarily a record of meetings, churchgoing and reading. The editor, Colin Matthew, had to annotate the entries with information about the subjects and the 20,500 people mentioned, which was a lengthy process.",4,correct,complete,This is a valid answer,100,100,5
1230,inq,0,where is this happening?,davinci,This is happening in space.,0,correct,missing_minor,"The response is correct, but could use a bit more detail",Score: 85,85,2
1230,inq,0,where is this happening?,davinci,This is happening in space.,1,correct,complete,Sentence 8 confirms the machine response. ,100,100,7
1230,inq,0,where is this happening?,davinci,This is happening in space.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,0,where is this happening?,davinci,This is happening in space.,3,correct,missing_major,"It's a technically-correct, but insultingly simple answer",Score: 20. The response does not provide any relevant information from the article and is too simple.,20,5
1230,inq,0,where is this happening?,davinci,This is happening in space.,4,correct,complete,The answer makes use of sentence 8 appropriately.,100,100,6
1230,inq,0,where is this happening?,gpt4,"This event is happening in space, as the shuttle and the Russian space station Mir are participating in an orbital ballet 245 miles above the Earth.",0,correct,complete,The event is taking place in space based on the article. ,100,100,7
1230,inq,0,where is this happening?,gpt4,"This event is happening in space, as the shuttle and the Russian space station Mir are participating in an orbital ballet 245 miles above the Earth.",1,correct,complete,This is a valid answer,100,100,5
1230,inq,0,where is this happening?,gpt4,"This event is happening in space, as the shuttle and the Russian space station Mir are participating in an orbital ballet 245 miles above the Earth.",2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,0,where is this happening?,gpt4,"This event is happening in space, as the shuttle and the Russian space station Mir are participating in an orbital ballet 245 miles above the Earth.",3,correct,complete,The response answers the question with information from the article.,100,100,2
1230,inq,0,where is this happening?,gpt4,"This event is happening in space, as the shuttle and the Russian space station Mir are participating in an orbital ballet 245 miles above the Earth.",4,correct,complete,The response is correct and sourced from the article,100,100,2
1230,inq,0,where is this happening?,text-davinci-003_few_shot,"This is happening in space, 245 miles above the Earth.",0,correct,complete,All necessary information is included in this answer.,100,100,5
1230,inq,0,where is this happening?,text-davinci-003_few_shot,"This is happening in space, 245 miles above the Earth.",1,correct,complete,Sentence 2 gives the mentioned height and sentence 8 specifically states that it is in space.,100,100,6
1230,inq,0,where is this happening?,text-davinci-003_few_shot,"This is happening in space, 245 miles above the Earth.",2,correct,complete,They are 245 miles above the earth.,100,100,3
1230,inq,0,where is this happening?,text-davinci-003_few_shot,"This is happening in space, 245 miles above the Earth.",3,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100,0
1230,inq,0,where is this happening?,text-davinci-003_few_shot,"This is happening in space, 245 miles above the Earth.",4,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100,1
1230,inq,0,where is this happening?,text-davinci-003_zero_shot,"This is happening in space, 245 miles above the Earth, as the Discovery shuttle and the Russian space station Mir participate in an orbital ballet.",0,correct,complete,Sentence 8 confirms that the event took place in space according to Wetherbee,100,100,7
1230,inq,0,where is this happening?,text-davinci-003_zero_shot,"This is happening in space, 245 miles above the Earth, as the Discovery shuttle and the Russian space station Mir participate in an orbital ballet.",1,correct,complete,The question is answered sufficiently,100,100,5
1230,inq,0,where is this happening?,text-davinci-003_zero_shot,"This is happening in space, 245 miles above the Earth, as the Discovery shuttle and the Russian space station Mir participate in an orbital ballet.",2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,0,where is this happening?,text-davinci-003_zero_shot,"This is happening in space, 245 miles above the Earth, as the Discovery shuttle and the Russian space station Mir participate in an orbital ballet.",3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,0,where is this happening?,text-davinci-003_zero_shot,"This is happening in space, 245 miles above the Earth, as the Discovery shuttle and the Russian space station Mir participate in an orbital ballet.",4,correct,complete,Sentence 8 confirms the machine response.,100,100,7
1230,inq,1,who is this commander?,davinci, The commander is James Wetherbee.,0,correct,complete,"The answer is clear, concise, and correct.",100,100,2
1230,inq,1,who is this commander?,davinci, The commander is James Wetherbee.,1,correct,complete,Sentence 2 confirms the machine response. ,100,100,7
1230,inq,1,who is this commander?,davinci, The commander is James Wetherbee.,2,correct,missing_major,"The highlighted sentence alluded to both commanders, so both names should have been given as answers",0,0,5
1230,inq,1,who is this commander?,davinci, The commander is James Wetherbee.,3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,1,who is this commander?,davinci, The commander is James Wetherbee.,4,irrelevant,missing_all,The answer is not correct. Sentence 6 indicates that it was Alexander Viktorenko who spoke of it being like a fairy tale and one of the Mir crew who repeated beautiful as per sentence 8.,0,0,6
1230,inq,1,who is this commander?,gpt4,The commander mentioned is Discovery commander James Wetherbee.,0,correct,complete,Sentence 2 confirms the commander's name. ,100,100,7
1230,inq,1,who is this commander?,gpt4,The commander mentioned is Discovery commander James Wetherbee.,1,irrelevant,missing_minor,The question could be referring to either of the two commanders,50,50,5
1230,inq,1,who is this commander?,gpt4,The commander mentioned is Discovery commander James Wetherbee.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,1,who is this commander?,gpt4,The commander mentioned is Discovery commander James Wetherbee.,3,correct,complete,"The response is clear and concise, and answers the question with info from the document",100,100,2
1230,inq,1,who is this commander?,gpt4,The commander mentioned is Discovery commander James Wetherbee.,4,correct,complete,The answer is accurate and contained in the article,100,100,2
1230,inq,1,who is this commander?,text-davinci-003_few_shot,The commander is Discovery commander James Wetherbee. His counterpart is Mir commander Alexander Viktorenko.,0,correct,complete,Sentences 6 and 2 hold the relevant information and this information is presented within the answer. ,100,100,6
1230,inq,1,who is this commander?,text-davinci-003_few_shot,The commander is Discovery commander James Wetherbee. His counterpart is Mir commander Alexander Viktorenko.,1,correct,complete,This is a fully sufficient answer,100,100,5
1230,inq,1,who is this commander?,text-davinci-003_few_shot,The commander is Discovery commander James Wetherbee. His counterpart is Mir commander Alexander Viktorenko.,2,correct,complete,It was Discovery commander James Wetherbee who thought the spectacle was beautiful.,100,100,3
1230,inq,1,who is this commander?,text-davinci-003_few_shot,The commander is Discovery commander James Wetherbee. His counterpart is Mir commander Alexander Viktorenko.,3,irrelevant,complete,"The machine response was incorrect and mixed up the two commanders. The first commander, who likened the moment to ""a fairy tale"" was Alexander Viktorenko, as indicated on line 6.",Score: 50,50,0
1230,inq,1,who is this commander?,text-davinci-003_few_shot,The commander is Discovery commander James Wetherbee. His counterpart is Mir commander Alexander Viktorenko.,4,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100,1
1230,inq,1,who is this commander?,text-davinci-003_zero_shot,"The commander is James Wetherbee, the Discovery commander.",0,correct,complete,Sentence 2 mentions James Wetherbee as the commander,100,100,7
1230,inq,1,who is this commander?,text-davinci-003_zero_shot,"The commander is James Wetherbee, the Discovery commander.",1,correct,missing_major,"It is unclear exactly which commander the question is asking for, so both names should have been included",50,50,5
1230,inq,1,who is this commander?,text-davinci-003_zero_shot,"The commander is James Wetherbee, the Discovery commander.",2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,1,who is this commander?,text-davinci-003_zero_shot,"The commander is James Wetherbee, the Discovery commander.",3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,1,who is this commander?,text-davinci-003_zero_shot,"The commander is James Wetherbee, the Discovery commander.",4,correct,complete,Sentence 8 confirms Wetherbee as the commander who made the statement,100,100,7
1230,inq,2,what is the need for the docking?,davinci, The docking is necessary to transfer crew members from one vehicle to another. The docking is also necessary to transfer cargo from one vehicle to another.,0,irrelevant,missing_all,"The response is not correct, and misses the line with the answer.",Score: 0,0,2
1230,inq,2,what is the need for the docking?,davinci, The docking is necessary to transfer crew members from one vehicle to another. The docking is also necessary to transfer cargo from one vehicle to another.,1,irrelevant,missing_all,"The docking is to bring the nations together, to bring the spaceships closer together",0,0,7
1230,inq,2,what is the need for the docking?,davinci, The docking is necessary to transfer crew members from one vehicle to another. The docking is also necessary to transfer cargo from one vehicle to another.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,2,what is the need for the docking?,davinci, The docking is necessary to transfer crew members from one vehicle to another. The docking is also necessary to transfer cargo from one vehicle to another.,3,correct,complete,This is a valid answer,100,100,5
1230,inq,2,what is the need for the docking?,davinci, The docking is necessary to transfer crew members from one vehicle to another. The docking is also necessary to transfer cargo from one vehicle to another.,4,irrelevant,missing_all,The answer is not drawn from the document. The document does not state why this is needed making the question not answerable.,Score: 0,0,6
1230,inq,2,what is the need for the docking?,gpt4,"The docking is needed for the shuttle and space station to connect so that crew members can transfer between the two, as well as for transferring supplies, equipment or conducting joint missions and experiments. The docking serves as a critical step in fostering cooperation between the U.S. and Russian space agencies and is also essential in building the international space station.",0,correct,complete,The machine response is summarized in sentence 5,100,100,7
1230,inq,2,what is the need for the docking?,gpt4,"The docking is needed for the shuttle and space station to connect so that crew members can transfer between the two, as well as for transferring supplies, equipment or conducting joint missions and experiments. The docking serves as a critical step in fostering cooperation between the U.S. and Russian space agencies and is also essential in building the international space station.",1,irrelevant,complete,"This appears to be an excellent answer, but it wasn't taken from the text",0,0,5
1230,inq,2,what is the need for the docking?,gpt4,"The docking is needed for the shuttle and space station to connect so that crew members can transfer between the two, as well as for transferring supplies, equipment or conducting joint missions and experiments. The docking serves as a critical step in fostering cooperation between the U.S. and Russian space agencies and is also essential in building the international space station.",2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,2,what is the need for the docking?,gpt4,"The docking is needed for the shuttle and space station to connect so that crew members can transfer between the two, as well as for transferring supplies, equipment or conducting joint missions and experiments. The docking serves as a critical step in fostering cooperation between the U.S. and Russian space agencies and is also essential in building the international space station.",3,irrelevant,complete,The response uses speculation or outside information to answer the question.,0,0,2
1230,inq,2,what is the need for the docking?,gpt4,"The docking is needed for the shuttle and space station to connect so that crew members can transfer between the two, as well as for transferring supplies, equipment or conducting joint missions and experiments. The docking serves as a critical step in fostering cooperation between the U.S. and Russian space agencies and is also essential in building the international space station.",4,irrelevant,missing_minor,The answer contains some speculation and/or outside information,"Score: 70. The response includes some relevant information about the rendezvous between Discovery and Mir, but also contains speculation and outside information not mentioned in the article.",70,2
1230,inq,2,what is the need for the docking?,text-davinci-003_few_shot,"The docking is needed to learn how the shuttle handles near the massive outpost before seven Atlantis-Mir dockings planned through 1997. After that, the U.S. and Russian space agencies plan to start building an international space station.",0,correct,complete,The question is answered sufficiently,100,100,5
1230,inq,2,what is the need for the docking?,text-davinci-003_few_shot,"The docking is needed to learn how the shuttle handles near the massive outpost before seven Atlantis-Mir dockings planned through 1997. After that, the U.S. and Russian space agencies plan to start building an international space station.",1,irrelevant,missing_all,"The answer may look correct, but there was no docking which took place in the document, rather a practice run at getting close was described. The answer as to why the dockings are going to take place was not given.",0,0,6
1230,inq,2,what is the need for the docking?,text-davinci-003_few_shot,"The docking is needed to learn how the shuttle handles near the massive outpost before seven Atlantis-Mir dockings planned through 1997. After that, the U.S. and Russian space agencies plan to start building an international space station.",2,correct,complete,This was a test run before multiple dockings were to happen.,100,100,3
1230,inq,2,what is the need for the docking?,text-davinci-003_few_shot,"The docking is needed to learn how the shuttle handles near the massive outpost before seven Atlantis-Mir dockings planned through 1997. After that, the U.S. and Russian space agencies plan to start building an international space station.",3,irrelevant,missing_minor,"The machine response was incorrect as the shuttle did not dock with Mir, it only came very close to it as indicated on line 4. The machine response should more clearly state that the dockings are necessary for the planned future construction of an international space station.",50,50,0
1230,inq,2,what is the need for the docking?,text-davinci-003_few_shot,"The docking is needed to learn how the shuttle handles near the massive outpost before seven Atlantis-Mir dockings planned through 1997. After that, the U.S. and Russian space agencies plan to start building an international space station.",4,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100,1
1230,inq,2,what is the need for the docking?,text-davinci-003_zero_shot,The need for the docking is to allow the U.S. and Russian space agencies to start building an international space station. The rehearsal was to allow the shuttle to practice handling near the massive outpost before seven Atlantis-Mir dockings planned through 1997.,0,correct,missing_minor,"Sentence 5 adds that the docking is so that the spaceship can be brought together, thereby bring the nation together. ",Score: 50,50,7
1230,inq,2,what is the need for the docking?,text-davinci-003_zero_shot,The need for the docking is to allow the U.S. and Russian space agencies to start building an international space station. The rehearsal was to allow the shuttle to practice handling near the massive outpost before seven Atlantis-Mir dockings planned through 1997.,1,correct,complete,The question is answered sufficiently,100,100,5
1230,inq,2,what is the need for the docking?,text-davinci-003_zero_shot,The need for the docking is to allow the U.S. and Russian space agencies to start building an international space station. The rehearsal was to allow the shuttle to practice handling near the massive outpost before seven Atlantis-Mir dockings planned through 1997.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,2,what is the need for the docking?,text-davinci-003_zero_shot,The need for the docking is to allow the U.S. and Russian space agencies to start building an international space station. The rehearsal was to allow the shuttle to practice handling near the massive outpost before seven Atlantis-Mir dockings planned through 1997.,3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,2,what is the need for the docking?,text-davinci-003_zero_shot,The need for the docking is to allow the U.S. and Russian space agencies to start building an international space station. The rehearsal was to allow the shuttle to practice handling near the massive outpost before seven Atlantis-Mir dockings planned through 1997.,4,correct,missing_minor,Sentence 5 and 18 confirms the machine response sentence 5 also states that the docking is to bring the two nations closer together,Score: 90,90,7
1230,inq,3,who is flying these spaceships?,davinci,The commander of the shuttle is flying the shuttle. The commander of the Mir is flying the Mir.,0,correct,missing_major,"The response is technically correct, but misses most of the useful and specific information",Score: 20,20,2
1230,inq,3,who is flying these spaceships?,davinci,The commander of the shuttle is flying the shuttle. The commander of the Mir is flying the Mir.,1,correct,missing_major,Commander James Wetherbee and Commander Alexander Viktorenko are the ones flying the spaceships. ,Score: 0,0,7
1230,inq,3,who is flying these spaceships?,davinci,The commander of the shuttle is flying the shuttle. The commander of the Mir is flying the Mir.,2,irrelevant,missing_all,Alexander Viktorenko is the Mir commander and James Wetherbee is the Discovery commander.,Score: 0,0,3
1230,inq,3,who is flying these spaceships?,davinci,The commander of the shuttle is flying the shuttle. The commander of the Mir is flying the Mir.,3,correct,missing_major,Such a basic answer wouldn't even make use of the article text,Score: 0,0,5
1230,inq,3,who is flying these spaceships?,davinci,The commander of the shuttle is flying the shuttle. The commander of the Mir is flying the Mir.,4,irrelevant,missing_all,"The question is looking for specifics, not the general statements made by the answer. Sentences 2 and 6 note the commanders on both which should be used as the answers.",0,0,6
1230,inq,3,who is flying these spaceships?,gpt4,The spaceships are being flown by the astronauts of the space shuttle Discovery and the Russian space station Mir.,0,correct,complete,The machine response is confirmed in sentence 2.,100,100,7
1230,inq,3,who is flying these spaceships?,gpt4,The spaceships are being flown by the astronauts of the space shuttle Discovery and the Russian space station Mir.,1,correct,missing_major,Names should have been included in the answer,Score: 20,20,5
1230,inq,3,who is flying these spaceships?,gpt4,The spaceships are being flown by the astronauts of the space shuttle Discovery and the Russian space station Mir.,2,irrelevant,missing_minor,A better response would be to name the commanders: Alexander Viktorenko is the Mir commander and James Wetherbee is the Discovery commander.,50,50,3
1230,inq,3,who is flying these spaceships?,gpt4,The spaceships are being flown by the astronauts of the space shuttle Discovery and the Russian space station Mir.,3,correct,missing_minor,The response is correct but misses some info that contains names of the commanders,Score: 80,80,2
1230,inq,3,who is flying these spaceships?,gpt4,The spaceships are being flown by the astronauts of the space shuttle Discovery and the Russian space station Mir.,4,correct,missing_minor,The article mentions relevant names which are missed in the response,Score: 75,75,2
1230,inq,3,who is flying these spaceships?,text-davinci-003_few_shot,The two spaceships are the U.S. shuttle Discovery and the Russian space station Mir. The Discovery is commanded by James Wetherbee and the Mir is commanded by Alexander Viktorenko.,0,correct,complete,The answer defines the ships and then says who is in command of them which serves to effectively answer the question.,100,100,6
1230,inq,3,who is flying these spaceships?,text-davinci-003_few_shot,The two spaceships are the U.S. shuttle Discovery and the Russian space station Mir. The Discovery is commanded by James Wetherbee and the Mir is commanded by Alexander Viktorenko.,1,correct,complete,All necessary information is included in this answer.,100,100,5
1230,inq,3,who is flying these spaceships?,text-davinci-003_few_shot,The two spaceships are the U.S. shuttle Discovery and the Russian space station Mir. The Discovery is commanded by James Wetherbee and the Mir is commanded by Alexander Viktorenko.,2,correct,complete,The answer named the commanders of both spacecrafts.,100,100,3
1230,inq,3,who is flying these spaceships?,text-davinci-003_few_shot,The two spaceships are the U.S. shuttle Discovery and the Russian space station Mir. The Discovery is commanded by James Wetherbee and the Mir is commanded by Alexander Viktorenko.,3,correct,missing_minor,The machine response answered the question correctly but missed some relevant information. The names of some of the crew members were mentioned in the article.,70,70,0
1230,inq,3,who is flying these spaceships?,text-davinci-003_few_shot,The two spaceships are the U.S. shuttle Discovery and the Russian space station Mir. The Discovery is commanded by James Wetherbee and the Mir is commanded by Alexander Viktorenko.,4,irrelevant,missing_all,"The machine response is incorrect. Sentences 7,10,13 list all the people flying the spaceships.",Score: 0,0,1
1230,inq,3,who is flying these spaceships?,text-davinci-003_zero_shot,The two 100-ton spaceships were being flown by the Discovery commander James Wetherbee and the Russian space station Mir commander Alexander Viktorenko.,0,correct,complete,Sentence 2 mentions the names of the commanders who flew the spaceship,100,100,7
1230,inq,3,who is flying these spaceships?,text-davinci-003_zero_shot,The two 100-ton spaceships were being flown by the Discovery commander James Wetherbee and the Russian space station Mir commander Alexander Viktorenko.,1,correct,missing_minor,"This is a mostly valid answer, though more information was available",60,60,5
1230,inq,3,who is flying these spaceships?,text-davinci-003_zero_shot,The two 100-ton spaceships were being flown by the Discovery commander James Wetherbee and the Russian space station Mir commander Alexander Viktorenko.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,3,who is flying these spaceships?,text-davinci-003_zero_shot,The two 100-ton spaceships were being flown by the Discovery commander James Wetherbee and the Russian space station Mir commander Alexander Viktorenko.,3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,3,who is flying these spaceships?,text-davinci-003_zero_shot,The two 100-ton spaceships were being flown by the Discovery commander James Wetherbee and the Russian space station Mir commander Alexander Viktorenko.,4,correct,complete,Sentence 2 and 6 confirms the machine response,100,100,7
1230,inq,4,what were these spaceships?,davinci, The spaceships were the Space Shuttle Discovery and the Russian Space Station Mir.,0,correct,complete,The answer is correct and sourced from the document ,100,100,2
1230,inq,4,what were these spaceships?,davinci, The spaceships were the Space Shuttle Discovery and the Russian Space Station Mir.,1,correct,complete,Sentence 2 and 7 confirms the machine response. ,100,100,7
1230,inq,4,what were these spaceships?,davinci, The spaceships were the Space Shuttle Discovery and the Russian Space Station Mir.,2,correct,complete,This is a satisfactory response to a simple question,100,100,5
1230,inq,4,what were these spaceships?,davinci, The spaceships were the Space Shuttle Discovery and the Russian Space Station Mir.,3,correct,missing_all,The answer is correct and complete.,100,100,3
1230,inq,4,what were these spaceships?,davinci, The spaceships were the Space Shuttle Discovery and the Russian Space Station Mir.,4,correct,complete,The answer is supported by sentence 2.,100,100,6
1230,inq,4,what were these spaceships?,gpt4,The two spaceships mentioned were the U.S. space shuttle Discovery and the Russian space station Mir.,0,correct,complete,Sentence 2 confirms the machine response. ,100,100,7
1230,inq,4,what were these spaceships?,gpt4,The two spaceships mentioned were the U.S. space shuttle Discovery and the Russian space station Mir.,1,correct,complete,This is a valid answer,100,100,5
1230,inq,4,what were these spaceships?,gpt4,The two spaceships mentioned were the U.S. space shuttle Discovery and the Russian space station Mir.,2,correct,complete,A better response would be to name the commanders: Alexander Viktorenko is the Mir commander and James Wetherbee is the Discovery commander.,100,100,3
1230,inq,4,what were these spaceships?,gpt4,The two spaceships mentioned were the U.S. space shuttle Discovery and the Russian space station Mir.,3,correct,complete,The response is correct and all facts are sourced from the article. ,100,100,2
1230,inq,4,what were these spaceships?,gpt4,The two spaceships mentioned were the U.S. space shuttle Discovery and the Russian space station Mir.,4,correct,complete,Response is accurate and based on article information,100,100,2
1230,inq,4,what were these spaceships?,text-davinci-003_few_shot,The two spaceships were the U.S. shuttle Discovery and the Russian space station Mir.,0,correct,complete,"This question has already been answered sufficiently, as it was here",100,100,5
1230,inq,4,what were these spaceships?,text-davinci-003_few_shot,The two spaceships were the U.S. shuttle Discovery and the Russian space station Mir.,1,correct,complete,The question is answered with information coming from sentence 4. No additional information was required or included.,100,100,6
1230,inq,4,what were these spaceships?,text-davinci-003_few_shot,The two spaceships were the U.S. shuttle Discovery and the Russian space station Mir.,2,correct,complete,The two crafts were named in the answer.,100,100,3
1230,inq,4,what were these spaceships?,text-davinci-003_few_shot,The two spaceships were the U.S. shuttle Discovery and the Russian space station Mir.,3,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100,0
1230,inq,4,what were these spaceships?,text-davinci-003_few_shot,The two spaceships were the U.S. shuttle Discovery and the Russian space station Mir.,4,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100,1
1230,inq,4,what were these spaceships?,text-davinci-003_zero_shot, These spaceships were the Discovery shuttle and the Russian space station Mir.,0,correct,complete,The machine response is confirmed in sentence 2,100,100,7
1230,inq,4,what were these spaceships?,text-davinci-003_zero_shot, These spaceships were the Discovery shuttle and the Russian space station Mir.,1,correct,complete,This is a valid answer,100,100,5
1230,inq,4,what were these spaceships?,text-davinci-003_zero_shot, These spaceships were the Discovery shuttle and the Russian space station Mir.,2,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,4,what were these spaceships?,text-davinci-003_zero_shot, These spaceships were the Discovery shuttle and the Russian space station Mir.,3,correct,complete,The answer is correct and complete.,100,100,3
1230,inq,4,what were these spaceships?,text-davinci-003_zero_shot, These spaceships were the Discovery shuttle and the Russian space station Mir.,4,correct,complete,The document's point of focus is the Discovery shuttle and the Russian space station Mir.,100,100,7
1330,inq,0,why did it close generally lower?,davinci,The word generally is used to modify the word lower.,0,irrelevant,missing_all,The response is useless and misses all of the important information from the document to answer the question.,Score: 0.,0,2
1330,inq,0,why did it close generally lower?,davinci,The word generally is used to modify the word lower.,1,irrelevant,missing_all,It closed lower because investors took their profits ,0,0,7
1330,inq,0,why did it close generally lower?,davinci,The word generally is used to modify the word lower.,2,irrelevant,missing_all,This answer misses the point of the question and completely disregards the article text,0,0,5
1330,inq,0,why did it close generally lower?,davinci,The word generally is used to modify the word lower.,3,irrelevant,missing_all,Investors took profits ahead of the release.,0,0,3
1330,inq,0,why did it close generally lower?,davinci,The word generally is used to modify the word lower.,4,irrelevant,missing_all,"The response is incorrect. The reasons for the lower closing of the prices are stated in sentences 1, 4 and 5. ",Score: 0,0,1
1330,inq,0,why did it close generally lower?,gpt4,"The Hong Kong Stock Exchange closed generally lower on Friday due to profit-taking, as investors sold shares following recent sharp gains in share prices.",0,correct,complete,The response is relevant and correct and uses information from the article.,100,100,2
1330,inq,0,why did it close generally lower?,gpt4,"The Hong Kong Stock Exchange closed generally lower on Friday due to profit-taking, as investors sold shares following recent sharp gains in share prices.",1,correct,missing_minor,"The answer is acceptable, but it could have been more detailed",Score: 75,75,5
1330,inq,0,why did it close generally lower?,gpt4,"The Hong Kong Stock Exchange closed generally lower on Friday due to profit-taking, as investors sold shares following recent sharp gains in share prices.",2,correct,complete,The answer is correct and complete.,100,100,3
1330,inq,0,why did it close generally lower?,gpt4,"The Hong Kong Stock Exchange closed generally lower on Friday due to profit-taking, as investors sold shares following recent sharp gains in share prices.",3,correct,complete,Sentence 5 confirms the machine response. ,100,100,7
1330,inq,0,why did it close generally lower?,gpt4,"The Hong Kong Stock Exchange closed generally lower on Friday due to profit-taking, as investors sold shares following recent sharp gains in share prices.",4,correct,missing_minor,"The answer uses info from 1 and 4 but does not make mention of the relevant info from 5, which notes an additional reason for profit taking, the release of US producer price data.",Score: 60,60,6
1330,inq,0,why did it close generally lower?,text-davinci-003_few_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",0,correct,missing_minor,The answer could have included more detail,70,70,5
1330,inq,0,why did it close generally lower?,text-davinci-003_few_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",1,correct,complete,"The answer sentence probably contained a little more information than was needed to answer it sufficiently, but all of it is factual and from the article.",90,90,4
1330,inq,0,why did it close generally lower?,text-davinci-003_few_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",2,correct,complete,The answer regarding the lower prices was answered in detail.,100,100,3
1330,inq,0,why did it close generally lower?,text-davinci-003_few_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",3,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100,0
1330,inq,0,why did it close generally lower?,text-davinci-003_few_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",4,correct,complete,"Document sentences 4, 5, and 6 contain the information needed to answer the question as they provide reasons for the lower closing price in the market. The answer includes all the relevant data from those sentences and does not include any additional irrelevant information.",95,95,6
1330,inq,0,why did it close generally lower?,text-davinci-003_zero_shot,"The market was hit by profit-taking following recent sharp gains in share prices. Investors also took profits ahead of the release later Friday in the United States of January producer price data, which are expected to show a 0.4-percent increase in manufacturing prices. A larger gain could lead to further credit tightening by the Federal Reserve.",0,correct,complete,Profit-taking by investors was the reason for stock exchange closing lower according to sentence 4.,100,100,7
