articleid,dataset,questionid,question,system,answer,annotationid,correct_label,complete_label,feedback,ebr_raw,ebr_num,workerid,split
1388,inq,3,why aren't people registering?,text-davinci-003_few_shot,"Response has so far been sluggish, leading to calls for extending the April 26 deadline. Many black South Africans are unconvinced their participation would make a difference, and many are unaware the vote has been scheduled.",4,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,3,why aren't people registering?,text-davinci-003_zero_shot,People are not registering for the local elections scheduled for October because they are unconvinced that their participation will make a difference and many are unaware that the vote has been scheduled.,0,correct,complete,The question is answered sufficiently,100,100.0,5,train
1388,inq,3,why aren't people registering?,text-davinci-003_zero_shot,People are not registering for the local elections scheduled for October because they are unconvinced that their participation will make a difference and many are unaware that the vote has been scheduled.,1,irrelevant,complete,"The portion of the answer giving the month of the election is not relevant as the date of the election was not asked about. Further, info from sentence 12 is left out of the answer. Specifically that sentence indicates confusion about what was being voted on as a reason.",50,50.0,6,train
1388,inq,3,why aren't people registering?,text-davinci-003_zero_shot,People are not registering for the local elections scheduled for October because they are unconvinced that their participation will make a difference and many are unaware that the vote has been scheduled.,2,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,3,why aren't people registering?,text-davinci-003_zero_shot,People are not registering for the local elections scheduled for October because they are unconvinced that their participation will make a difference and many are unaware that the vote has been scheduled.,3,correct,complete,This is a sufficient answer,100,100.0,5,train
1388,inq,3,why aren't people registering?,text-davinci-003_zero_shot,People are not registering for the local elections scheduled for October because they are unconvinced that their participation will make a difference and many are unaware that the vote has been scheduled.,4,correct,missing_minor,The machine response answered the question correctly but missed some relevant information. Line 12 explains how the signs were ambiguous and at least one person did not know what they were voting for.,80,80.0,0,train
1388,inq,4,"what \""black township\""?",davinci, Alexandra is a black township.,0,correct,complete,Sentence 3 confirms the machine response. ,100,100.0,7,train
1388,inq,4,"what \""black township\""?",davinci, Alexandra is a black township.,1,correct,complete,This answer fits with the article,100,100.0,5,train
1388,inq,4,"what \""black township\""?",davinci, Alexandra is a black township.,2,correct,complete,Sentence 3 confirms the machine response.,100,100.0,7,train
1388,inq,4,"what \""black township\""?",davinci, Alexandra is a black township.,3,correct,complete,The answer is supported by sentence 7.,100,100.0,6,train
1388,inq,4,"what \""black township\""?",davinci, Alexandra is a black township.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,4,"what \""black township\""?",gpt4,The article does not provide enough information to definitively identify the specific black township being referred to.,0,correct,complete,The answer to this question could not be taken from the text,0,0.0,5,train
1388,inq,4,"what \""black township\""?",gpt4,The article does not provide enough information to definitively identify the specific black township being referred to.,1,irrelevant,missing_all,"The black township is Alexandra. When Tokyo Sexwale came to the black township, he went to the Alexandra community center where there were no black voters to be found.",0,0.0,3,train
1388,inq,4,"what \""black township\""?",gpt4,The article does not provide enough information to definitively identify the specific black township being referred to.,2,irrelevant,missing_all,The answer is not correct as sentences 3 and 7 note that the events are taking place in Alexandra.,Score: 0,0.0,6,train
1388,inq,4,"what \""black township\""?",gpt4,The article does not provide enough information to definitively identify the specific black township being referred to.,3,irrelevant,missing_all,"The article contains enough information to reasonably answer or infer the answer, which the response misses",Score: 0,0.0,2,train
1388,inq,4,"what \""black township\""?",gpt4,The article does not provide enough information to definitively identify the specific black township being referred to.,4,irrelevant,missing_all,The Alexandra community center is the black township that is mentioned in the article. ,0,0.0,7,train
1388,inq,4,"what \""black township\""?",text-davinci-003_few_shot,The black township is Alexandra.,0,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,4,"what \""black township\""?",text-davinci-003_few_shot,The black township is Alexandra.,1,correct,complete,This is a sufficient answer,100,100.0,5,train
1388,inq,4,"what \""black township\""?",text-davinci-003_few_shot,The black township is Alexandra.,2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,4,"what \""black township\""?",text-davinci-003_few_shot,The black township is Alexandra.,3,correct,complete,Sentence 3 names Alexandra as the place.,100,100.0,6,train
1388,inq,4,"what \""black township\""?",text-davinci-003_few_shot,The black township is Alexandra.,4,correct,complete,Alexandra is the correct answer.,0,0.0,3,train
1388,inq,4,"what \""black township\""?",text-davinci-003_zero_shot,The black township mentioned in the sentence is Alexandra.,0,correct,complete,This is a valid answer,100,100.0,5,train
1388,inq,4,"what \""black township\""?",text-davinci-003_zero_shot,The black township mentioned in the sentence is Alexandra.,1,correct,complete,The info is backed up by sentences 3 and 7.,100,100.0,6,train
1388,inq,4,"what \""black township\""?",text-davinci-003_zero_shot,The black township mentioned in the sentence is Alexandra.,2,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,4,"what \""black township\""?",text-davinci-003_zero_shot,The black township mentioned in the sentence is Alexandra.,3,correct,complete,This is a valid answer,100,100.0,5,train
1388,inq,4,"what \""black township\""?",text-davinci-003_zero_shot,The black township mentioned in the sentence is Alexandra.,4,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100.0,0,train
1388,inq,5,what is the top congress?,davinci,The top congress is the congress of the African National Congress.,0,correct,complete,Sentence 1 confirms the machine response. ,100,100.0,7,train
1388,inq,5,what is the top congress?,davinci,The top congress is the congress of the African National Congress.,1,correct,complete,This answer seems to be valid,100,100.0,5,train
1388,inq,5,what is the top congress?,davinci,The top congress is the congress of the African National Congress.,2,correct,complete,The top congress is the African National congress based on sentence 1.,100,100.0,7,train
1388,inq,5,what is the top congress?,davinci,The top congress is the congress of the African National Congress.,3,irrelevant,missing_all,"The document does not state that the African National Congress is the top congress but rather that a top official from that Congress was coming to Alexandra. The document does not state which Congress is the top Congress in Africa, which makes the question not answerable. ",Score: 0,0.0,6,train
1388,inq,5,what is the top congress?,davinci,The top congress is the congress of the African National Congress.,4,irrelevant,missing_all,"The top congress official is Tokyo Sexwale, premier of the Gauteng provincial government.",Score: 0,0.0,3,train
1388,inq,5,what is the top congress?,gpt4,"The top African National Congress official in the Johannesburg area refers to the highest-ranking official or leader from the African National Congress (ANC) political party in that region. In this case, it refers to Tokyo Sexwale, the premier of the Gauteng provincial government.",0,irrelevant,complete,"This appears to be a valid answer, but it cannot be confirmed using the article text",50,50.0,5,train
1388,inq,5,what is the top congress?,gpt4,"The top African National Congress official in the Johannesburg area refers to the highest-ranking official or leader from the African National Congress (ANC) political party in that region. In this case, it refers to Tokyo Sexwale, the premier of the Gauteng provincial government.",1,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,5,what is the top congress?,gpt4,"The top African National Congress official in the Johannesburg area refers to the highest-ranking official or leader from the African National Congress (ANC) political party in that region. In this case, it refers to Tokyo Sexwale, the premier of the Gauteng provincial government.",2,irrelevant,complete,"The second part of the first answer sentence, which talks about the African National Congress being a political party, is not supported by any of the sentences in the document. The document does not define what the African National Congress is. The answer info which follows that is supported by sentence 2 of the document.",50,50.0,6,train
1388,inq,5,what is the top congress?,gpt4,"The top African National Congress official in the Johannesburg area refers to the highest-ranking official or leader from the African National Congress (ANC) political party in that region. In this case, it refers to Tokyo Sexwale, the premier of the Gauteng provincial government.",3,correct,complete,The answer is relevant and correct based on the document information,100,100.0,2,train
1388,inq,5,what is the top congress?,gpt4,"The top African National Congress official in the Johannesburg area refers to the highest-ranking official or leader from the African National Congress (ANC) political party in that region. In this case, it refers to Tokyo Sexwale, the premier of the Gauteng provincial government.",4,correct,complete,Sentence 1 and 2 confirms the machine response. ,100,100.0,7,train
1388,inq,5,what is the top congress?,text-davinci-003_few_shot,The top African National Congress official in the Johannesburg area.,0,irrelevant,complete,The response did not mention Tokyo Sexwale as a premier of the Gauteng provincial government.,Score: 0,0.0,1,train
1388,inq,5,what is the top congress?,text-davinci-003_few_shot,The top African National Congress official in the Johannesburg area.,1,correct,complete,This is a sufficient answer to a mostly nonsensical question,90,90.0,5,train
1388,inq,5,what is the top congress?,text-davinci-003_few_shot,The top African National Congress official in the Johannesburg area.,2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,5,what is the top congress?,text-davinci-003_few_shot,The top African National Congress official in the Johannesburg area.,3,irrelevant,missing_all,"The answer just repeats information in sentence 1 that does not answer the question. Sentence 2 contains the relevant information in that the top position named is the ""premier of the Gauteng provincial government.""",0,0.0,6,train
1388,inq,5,what is the top congress?,text-davinci-003_few_shot,The top African National Congress official in the Johannesburg area.,4,correct,complete,The question is answered with the information in the document.,100,100.0,3,train
1388,inq,5,what is the top congress?,text-davinci-003_zero_shot,"The top African National Congress official in the Johannesburg area is the highest ranking official of the African National Congress, a political party in South Africa.",0,correct,complete,"This is an apparently valid answer, but it has some outside information",75,75.0,5,train
1388,inq,5,what is the top congress?,text-davinci-003_zero_shot,"The top African National Congress official in the Johannesburg area is the highest ranking official of the African National Congress, a political party in South Africa.",1,correct,complete,"The machine response answered the question correctly and with all relevant information presented in the article. However the question itself is muddled. There isn't a ""top congress"" but rather a top official of the African National Congress.",100,100.0,0,train
1388,inq,5,what is the top congress?,text-davinci-003_zero_shot,"The top African National Congress official in the Johannesburg area is the highest ranking official of the African National Congress, a political party in South Africa.",2,irrelevant,missing_all,The document does not define this term. The proper answer would be that such information is not available in the document.,Score: 0,0.0,6,train
1388,inq,5,what is the top congress?,text-davinci-003_zero_shot,"The top African National Congress official in the Johannesburg area is the highest ranking official of the African National Congress, a political party in South Africa.",3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,5,what is the top congress?,text-davinci-003_zero_shot,"The top African National Congress official in the Johannesburg area is the highest ranking official of the African National Congress, a political party in South Africa.",4,correct,complete,"The answer has some outside information, but it is valid",50,50.0,5,train
1388,inq,6,what township?,davinci,Alexandra is a township in Johannesburg.,0,correct,complete,Sentence 3 confirms the machine response. ,100,100.0,7,train
1388,inq,6,what township?,davinci,Alexandra is a township in Johannesburg.,1,correct,complete,This is a valid answer,100,100.0,5,train
1388,inq,6,what township?,davinci,Alexandra is a township in Johannesburg.,2,correct,complete,Sentence 3 confirms the machine response. ,100,100.0,7,train
1388,inq,6,what township?,davinci,Alexandra is a township in Johannesburg.,3,irrelevant,complete,"The only info needed is the name of the township, Alexandra (doc. sentence 7). The info about Johannesburg is not correct in that Alexandra is a township in the area of the city, not in the city itself.",Score: 90,90.0,6,train
1388,inq,6,what township?,davinci,Alexandra is a township in Johannesburg.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,6,what township?,gpt4,The township being referred to in the article is the black township of Alexandra.,0,correct,complete,It's reasonable to conclude that this is the same township as referred to in sentence 1.,100,100.0,5,train
1388,inq,6,what township?,gpt4,The township being referred to in the article is the black township of Alexandra.,1,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,6,what township?,gpt4,The township being referred to in the article is the black township of Alexandra.,2,correct,complete,"The answer is supported by the info in sentences 1, 3, and 7.",90,90.0,6,train
1388,inq,6,what township?,gpt4,The township being referred to in the article is the black township of Alexandra.,3,correct,complete,The answer is correct and sourced from the document,100,100.0,2,train
1388,inq,6,what township?,gpt4,The township being referred to in the article is the black township of Alexandra.,4,correct,complete,Sentence 3 confirms the machine response. ,100,100.0,7,train
1388,inq,6,what township?,text-davinci-003_few_shot,The township is Alexandra in the Johannesburg area.,0,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,6,what township?,text-davinci-003_few_shot,The township is Alexandra in the Johannesburg area.,1,correct,complete,The question is answered sufficiently,100,100.0,5,train
1388,inq,6,what township?,text-davinci-003_few_shot,The township is Alexandra in the Johannesburg area.,2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,6,what township?,text-davinci-003_few_shot,The township is Alexandra in the Johannesburg area.,3,correct,complete,Document sentence 3 holds the information that Alexandra is the place and sentence 7 names it to be in the Johannesburg area.,100,100.0,6,train
1388,inq,6,what township?,text-davinci-003_few_shot,The township is Alexandra in the Johannesburg area.,4,correct,complete,Alexandra is the correct answer.,0,0.0,3,train
1388,inq,6,what township?,text-davinci-003_zero_shot,The township mentioned in the sentence is Alexandra.,0,correct,complete,"This is a duplicate question and answer pair, but it is still valid.",100,100.0,5,train
1388,inq,6,what township?,text-davinci-003_zero_shot,The township mentioned in the sentence is Alexandra.,1,correct,complete,The answer is backed up by sentences 3 and 7,100,100.0,6,train
1388,inq,6,what township?,text-davinci-003_zero_shot,The township mentioned in the sentence is Alexandra.,2,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,6,what township?,text-davinci-003_zero_shot,The township mentioned in the sentence is Alexandra.,3,correct,complete,The machine response answered the question correctly and with all relevant information presented in the article.,100,100.0,0,train
1388,inq,6,what township?,text-davinci-003_zero_shot,The township mentioned in the sentence is Alexandra.,4,correct,complete,"This is a duplicate question and answer pair, but it is still valid.",100,100.0,5,train
1388,inq,7,why is he worried that people are not registering in large numbers?,davinci,The answer is simple. He is worried because he wants to be elected.,0,correct,missing_minor,He also wants to get power back to the black people.,0,0.0,7,train
1388,inq,7,why is he worried that people are not registering in large numbers?,davinci,The answer is simple. He is worried because he wants to be elected.,1,irrelevant,missing_all,This answer was not taken from the text,0,0.0,5,train
1388,inq,7,why is he worried that people are not registering in large numbers?,davinci,The answer is simple. He is worried because he wants to be elected.,2,correct,missing_minor,"In addition, he is worried because he wants to get power back to the people. ",0,0.0,7,train
1388,inq,7,why is he worried that people are not registering in large numbers?,davinci,The answer is simple. He is worried because he wants to be elected.,3,irrelevant,missing_all,"The answer is not supported by what is in the document. The info needed to answer the question comes from sentences 5 and 8, which states that the vote is supposed to bring multiracial democracy to South African cities and villages and it about communities and giving the power to the people.",Score: 0,0.0,6,train
1388,inq,7,why is he worried that people are not registering in large numbers?,davinci,The answer is simple. He is worried because he wants to be elected.,4,irrelevant,missing_all,The blacks need to vote in order to make the changes they fought for.,0,0.0,3,train
1388,inq,7,why is he worried that people are not registering in large numbers?,gpt4,"Tokyo Sexwale is worried that people are not registering in large numbers because it indicates that the local elections have failed to capture the imagination and interest of ordinary South Africans, many of whom are unconvinced their participation would make a difference or were even unaware the vote had been scheduled.",0,correct,complete,"This is essentially a duplicate question, but it is again answered sufficiently",100,100.0,5,train
1388,inq,7,why is he worried that people are not registering in large numbers?,gpt4,"Tokyo Sexwale is worried that people are not registering in large numbers because it indicates that the local elections have failed to capture the imagination and interest of ordinary South Africans, many of whom are unconvinced their participation would make a difference or were even unaware the vote had been scheduled.",1,irrelevant,missing_all,"The answer is not correct as the sentiment described in the answer is that of the document's author and not attributed to Tokyo specifically. Tokyo's reasons for concern are listed in sentence 8, where he was stated to say that the elections were about communities and for the first time, power was going to the people.",0,0.0,6,train
1388,inq,7,why is he worried that people are not registering in large numbers?,gpt4,"Tokyo Sexwale is worried that people are not registering in large numbers because it indicates that the local elections have failed to capture the imagination and interest of ordinary South Africans, many of whom are unconvinced their participation would make a difference or were even unaware the vote had been scheduled.",2,irrelevant,missing_minor,"If the blacks don't vote, they will never have the power to make decisions for themselves about building houses, schools, and sewers. They will not have a politician they elect that will support them.",Score: 0,0.0,3,train
1388,inq,7,why is he worried that people are not registering in large numbers?,gpt4,"Tokyo Sexwale is worried that people are not registering in large numbers because it indicates that the local elections have failed to capture the imagination and interest of ordinary South Africans, many of whom are unconvinced their participation would make a difference or were even unaware the vote had been scheduled.",3,correct,complete,The answer is relevant and reasonable based on the information in the article ,100,100.0,2,train
1388,inq,7,why is he worried that people are not registering in large numbers?,gpt4,"Tokyo Sexwale is worried that people are not registering in large numbers because it indicates that the local elections have failed to capture the imagination and interest of ordinary South Africans, many of whom are unconvinced their participation would make a difference or were even unaware the vote had been scheduled.",4,correct,complete,The machine response can be inferred from the article. ,0,0.0,7,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_few_shot,He is worried because the local elections have failed to capture the imaginations of ordinary South Africans. Many are unaware of the vote and unconvinced that their participation will make a difference.,0,correct,complete,This machine response is correct and mentioning all relevant information from the document. ,100,100.0,1,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_few_shot,He is worried because the local elections have failed to capture the imaginations of ordinary South Africans. Many are unaware of the vote and unconvinced that their participation will make a difference.,1,correct,complete,This is a fully sufficient answer,100,100.0,5,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_few_shot,He is worried because the local elections have failed to capture the imaginations of ordinary South Africans. Many are unaware of the vote and unconvinced that their participation will make a difference.,2,correct,missing_major,The answer uses document sentences 10 and 11 to describe the situation but leaves out the info from sentence 12 which mentions that people also don't understand exactly what they will be voting for. Information from sentence 5 is also left out which talks about what is at stake with the elections which is no doubt contributing to the worry asked about in the question.,Score: 20,20.0,6,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_few_shot,He is worried because the local elections have failed to capture the imaginations of ordinary South Africans. Many are unaware of the vote and unconvinced that their participation will make a difference.,3,correct,complete,"If black voters don't register and show up at the polls, Project Vote will have failed.",0,0.0,3,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_few_shot,He is worried because the local elections have failed to capture the imaginations of ordinary South Africans. Many are unaware of the vote and unconvinced that their participation will make a difference.,4,irrelevant,missing_minor,"The response doesn't mention the sluggishness of the voting response, as per sentences 3,6,7.",60,60.0,1,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_zero_shot,"Tokyo Sexwale, premier of the Gauteng provincial government, is worried that people are not registering in large numbers for the upcoming local elections in South Africa because it would mean that the people would not be able to exercise their right to vote and have their voices heard in the democratic process. He believes that it is important for people to be able to participate in the elections in order to bring multiracial democracy to South African cities and villages.",0,correct,complete,The question is answered sufficiently,100,100.0,5,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_zero_shot,"Tokyo Sexwale, premier of the Gauteng provincial government, is worried that people are not registering in large numbers for the upcoming local elections in South Africa because it would mean that the people would not be able to exercise their right to vote and have their voices heard in the democratic process. He believes that it is important for people to be able to participate in the elections in order to bring multiracial democracy to South African cities and villages.",1,irrelevant,complete,Machine response added information not present in the article. The article does not specifically mention Tokyo Sexwale's rationale for worrying. The machine response is likely true but it is relying on context and adding new information to answer the question.,50,50.0,0,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_zero_shot,"Tokyo Sexwale, premier of the Gauteng provincial government, is worried that people are not registering in large numbers for the upcoming local elections in South Africa because it would mean that the people would not be able to exercise their right to vote and have their voices heard in the democratic process. He believes that it is important for people to be able to participate in the elections in order to bring multiracial democracy to South African cities and villages.",2,irrelevant,complete,"The first answer sentences is not backed up within the document, as it does not have any sentences indicating those reasons specifically. In contrast, the second answer sentence contains info from sentence 5, but it is not specifically said that he believes it to be important. Looking at sentence 8 however, it does seem to be a fair summery when combining sentences 5 and 8 together as they relate to the same topic by all appearances.",Score: 80,80.0,6,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_zero_shot,"Tokyo Sexwale, premier of the Gauteng provincial government, is worried that people are not registering in large numbers for the upcoming local elections in South Africa because it would mean that the people would not be able to exercise their right to vote and have their voices heard in the democratic process. He believes that it is important for people to be able to participate in the elections in order to bring multiracial democracy to South African cities and villages.",3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1388,inq,7,why is he worried that people are not registering in large numbers?,text-davinci-003_zero_shot,"Tokyo Sexwale, premier of the Gauteng provincial government, is worried that people are not registering in large numbers for the upcoming local elections in South Africa because it would mean that the people would not be able to exercise their right to vote and have their voices heard in the democratic process. He believes that it is important for people to be able to participate in the elections in order to bring multiracial democracy to South African cities and villages.",4,correct,complete,This is a valid and comprehensive answer,100,100.0,5,train
1389,inq,0,what is the bihac pocket?,davinci," The Bihac pocket is a part of the Bihac enclave, which is a part of the Bihac municipality, which is a part of the Bihac District, which is a part of the Bihac region, which is a part of the Bihac Canton, which is a part of the Bihac-Petrovac County, which is a part of the Una-Sana Canton, which is a part of the Una-Sana",0,irrelevant,missing_all,The Bihac pocket is a place in the northwestern Bosnia,Score: 0,0.0,7,train
1389,inq,0,what is the bihac pocket?,davinci," The Bihac pocket is a part of the Bihac enclave, which is a part of the Bihac municipality, which is a part of the Bihac District, which is a part of the Bihac region, which is a part of the Bihac Canton, which is a part of the Bihac-Petrovac County, which is a part of the Una-Sana Canton, which is a part of the Una-Sana",1,irrelevant,missing_all,This answer was not taken from the text,0,0.0,5,train
1389,inq,0,what is the bihac pocket?,davinci," The Bihac pocket is a part of the Bihac enclave, which is a part of the Bihac municipality, which is a part of the Bihac District, which is a part of the Bihac region, which is a part of the Bihac Canton, which is a part of the Bihac-Petrovac County, which is a part of the Una-Sana Canton, which is a part of the Una-Sana",2,irrelevant,missing_major,"The response is not very useful and contains external information, while missing what limited info there is in the document to answer the question",Score: 20,20.0,2,train
1389,inq,0,what is the bihac pocket?,davinci," The Bihac pocket is a part of the Bihac enclave, which is a part of the Bihac municipality, which is a part of the Bihac District, which is a part of the Bihac region, which is a part of the Bihac Canton, which is a part of the Bihac-Petrovac County, which is a part of the Una-Sana Canton, which is a part of the Una-Sana",3,correct,complete,The Bihac pocket is every area of Bosnia,0,0.0,7,train
1389,inq,0,what is the bihac pocket?,davinci," The Bihac pocket is a part of the Bihac enclave, which is a part of the Bihac municipality, which is a part of the Bihac District, which is a part of the Bihac region, which is a part of the Bihac Canton, which is a part of the Bihac-Petrovac County, which is a part of the Una-Sana Canton, which is a part of the Una-Sana",4,irrelevant,missing_all,The answer is not drawn from the document. The info needed to answer the question comes from sentences 1 and 2. It is a besieged part of northwestern Bosnia enduring heavy fighting.,Score: 0,0.0,6,train
1389,inq,0,what is the bihac pocket?,gpt4,"The Bihac pocket refers to a besieged area in northwestern Bosnia during the Bosnian war in the 1990s. The area was surrounded by rebel Serbs and experienced heavy fighting, making it difficult for aid agencies to send regular convoys to the civilians, who became totally dependent on outside aid.",0,correct,complete,The machine response corresponds with the information in the article. ,100,100.0,7,train
1389,inq,0,what is the bihac pocket?,gpt4,"The Bihac pocket refers to a besieged area in northwestern Bosnia during the Bosnian war in the 1990s. The area was surrounded by rebel Serbs and experienced heavy fighting, making it difficult for aid agencies to send regular convoys to the civilians, who became totally dependent on outside aid.",1,irrelevant,missing_minor,"'The area was surrounded by rebel Serbs' in the response is unsupported, and the response missed the information that the Bihac pocket was controlled by Serbs from Croatia and rebel Muslims, as per sentence 10.",Score: 40,40.0,1,train
1389,inq,0,what is the bihac pocket?,gpt4,"The Bihac pocket refers to a besieged area in northwestern Bosnia during the Bosnian war in the 1990s. The area was surrounded by rebel Serbs and experienced heavy fighting, making it difficult for aid agencies to send regular convoys to the civilians, who became totally dependent on outside aid.",2,irrelevant,complete,"The first sentence is supported by 1 and 21. The second sentence is not relevant as it talks about what happened there, which goes beyond the scope of the question.",Score: 50,50.0,6,train
1389,inq,0,what is the bihac pocket?,gpt4,"The Bihac pocket refers to a besieged area in northwestern Bosnia during the Bosnian war in the 1990s. The area was surrounded by rebel Serbs and experienced heavy fighting, making it difficult for aid agencies to send regular convoys to the civilians, who became totally dependent on outside aid.",3,correct,complete,"The answer includes some outside information, but it fits with the overall theme of the article",60,60.0,5,train
1389,inq,0,what is the bihac pocket?,gpt4,"The Bihac pocket refers to a besieged area in northwestern Bosnia during the Bosnian war in the 1990s. The area was surrounded by rebel Serbs and experienced heavy fighting, making it difficult for aid agencies to send regular convoys to the civilians, who became totally dependent on outside aid.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_few_shot,"The Bihac pocket is a region in northwestern Bosnia that is under siege by besieging forces. It is a U.N.-declared 'safe area' and is home to Bosnian government forces, rebel Serbs, and rebel Muslims.",0,correct,complete,This is a sufficient answer,100,100.0,5,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_few_shot,"The Bihac pocket is a region in northwestern Bosnia that is under siege by besieging forces. It is a U.N.-declared 'safe area' and is home to Bosnian government forces, rebel Serbs, and rebel Muslims.",1,irrelevant,complete,"Sentences 1 and 2 of the document make up the first answer sentence. This sentence answers the question The Second answer sentence is not entirely accurate as document sentence 6 declares Bihac town a safe area, but not the talked about pocket. I also did not see any sentences that said the area was home to the groups listed.",Score: 50,50.0,6,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_few_shot,"The Bihac pocket is a region in northwestern Bosnia that is under siege by besieging forces. It is a U.N.-declared 'safe area' and is home to Bosnian government forces, rebel Serbs, and rebel Muslims.",2,correct,complete,Sentence 10 backs up the machine response. ,100,100.0,7,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_few_shot,"The Bihac pocket is a region in northwestern Bosnia that is under siege by besieging forces. It is a U.N.-declared 'safe area' and is home to Bosnian government forces, rebel Serbs, and rebel Muslims.",3,correct,complete,The answer explains the Bihac pocket completely.,100,100.0,3,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_few_shot,"The Bihac pocket is a region in northwestern Bosnia that is under siege by besieging forces. It is a U.N.-declared 'safe area' and is home to Bosnian government forces, rebel Serbs, and rebel Muslims.",4,correct,complete,This is a sufficient and comprehensive answer,100,100.0,5,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_zero_shot,"The Bihac pocket is a so-called ""safe area"" in northwestern Bosnia that is currently under siege by besieging forces. The siege has prevented the U.N. aid agency from sending regular convoys to civilians in the area, who are now totally dependent on outside aid.",0,irrelevant,missing_all,"The response incorrectly says it is a ""safe area"", which is unsupported as per sentence 2.",Score: 0.,0.0,1,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_zero_shot,"The Bihac pocket is a so-called ""safe area"" in northwestern Bosnia that is currently under siege by besieging forces. The siege has prevented the U.N. aid agency from sending regular convoys to civilians in the area, who are now totally dependent on outside aid.",1,correct,complete,Sentence 6 confirms the machine response.,100,100.0,7,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_zero_shot,"The Bihac pocket is a so-called ""safe area"" in northwestern Bosnia that is currently under siege by besieging forces. The siege has prevented the U.N. aid agency from sending regular convoys to civilians in the area, who are now totally dependent on outside aid.",2,irrelevant,complete,"The 2nd answer sentence is not relevant as it is describing consequences of the fighting, not defining the Bihac pocket. The document never outright defines what the Bihac Pocket is. It mentions in sentence 6 info which does not line up exactly with the answer. Given everything in the document, the best answer is that it is an area in Northwestern Bosnia under siege by besieging forces as that is supported by doc. sentences 1 and 2.",50,50.0,6,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_zero_shot,"The Bihac pocket is a so-called ""safe area"" in northwestern Bosnia that is currently under siege by besieging forces. The siege has prevented the U.N. aid agency from sending regular convoys to civilians in the area, who are now totally dependent on outside aid.",3,correct,complete,This is a sufficient and comprehensive answer,100,100.0,5,train
1389,inq,0,what is the bihac pocket?,text-davinci-003_zero_shot,"The Bihac pocket is a so-called ""safe area"" in northwestern Bosnia that is currently under siege by besieging forces. The siege has prevented the U.N. aid agency from sending regular convoys to civilians in the area, who are now totally dependent on outside aid.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1389,inq,1,why is the food situation extremely critical?,davinci,The food situation is extremely critical because the Bosnian government army has been unable to break the siege of the Bihac pocket.,0,correct,complete,Sentence 2 confirms the machine response. ,100,100.0,7,train
1389,inq,1,why is the food situation extremely critical?,davinci,The food situation is extremely critical because the Bosnian government army has been unable to break the siege of the Bihac pocket.,1,correct,complete,This answer broadly fits with the overall theme of the article,80,80.0,5,train
1389,inq,1,why is the food situation extremely critical?,davinci,The food situation is extremely critical because the Bosnian government army has been unable to break the siege of the Bihac pocket.,2,correct,missing_minor,The response is mostly good and correct but misses some details and could be more helpful overall,70,70.0,2,train
1389,inq,1,why is the food situation extremely critical?,davinci,The food situation is extremely critical because the Bosnian government army has been unable to break the siege of the Bihac pocket.,3,correct,complete,The article also says that the ongoing war has has caused shortage of food,100,100.0,7,train
