premise,hypothesis,label,label_name,explanation
A man eats on the street as he walks.,A man is eating.,0,entailment,The hypothesis is supported by the premise: A man in a white and black uniform carries luggage and blankets across a sidewalk outside. This is consistent with the claim that A man is carrying something outside a brick building.
Two people are attempting to rock climb on a small but steep rock wall.,the people are rock climbing on christmas,1,neutral,"The premise gives related context (A skateboarder is being photographed jumping off a step), but it does not provide enough evidence to confirm or deny that The photographer is taking pictures for a magazine."
A woman in an apron shopping at a market.,The woman forgot she was wearing an apron.,1,neutral,"The hypothesis conflicts with the premise. The premise states A man in a silky brown shirt is carving portraits into stone, which contradicts the claim that A man is painting portraits onto stone."
A happy couple enjoying their open air wedding.,the couple was in the attic,2,contradiction,"The premise gives related context (A female figure skater on one leg with the other high up in the air as), but it does not provide enough evidence to confirm or deny that A figure skater is doing a competition."
Blond girl looking down the grating on the road.,A girl is looking for her ball.,1,neutral,The hypothesis is supported by the premise: Several people are climbing a snow covered mountain. This is consistent with the claim that A group is climbing a mountian.
There are a couple of old men sitting on a concrete bench outside.,A couple of older men are waiting for their wives to finish shopping.,1,neutral,"The premise gives related context (One lone army soldier overlooking an area with binoculars or perhaps a range finder in a), but it does not provide enough evidence to confirm or deny that One lone army soldier in green fatigues overlooking an area with binoculars or perhaps a range."
A mother and child are playing a game where the child is a cashier and the mother is a customer.,There is a mother and a child playing a game while they wait at a doctor's office.,1,neutral,"The premise gives related context (Cool guy decides to do a back flip in a park), but it does not provide enough evidence to confirm or deny that A guy does a round off back handspring in the park."
A bald man in a gray button-up shirt and a black blazer is glancing down from his glasses while writing something in a book which appears to be a book signing as he has similar books stacked beside him.,A man is playing basketball.,2,contradiction,"The premise gives related context (A black and white dog jumps over a pole while splashing water around), but it does not provide enough evidence to confirm or deny that A spotted dog jumps over a pole while splashing water around."
A skateboarder performs a skateboard trick against a graffiti wall.,A skateboarder did an ollie.,1,neutral,"The premise gives related context (An overweight elderly woman is waiting in line behind a man with a shaved head with), but it does not provide enough evidence to confirm or deny that An obese elderly lady waits in line at the grocery store."
The boys and the old man are splitting wood to stack.,men are hooking up central air,2,contradiction,"The premise gives related context (Young boy playing with a Superman toy in the aisle of a toy store with his), but it does not provide enough evidence to confirm or deny that The young boy's favorite superhero is Superman."
A naked little girl plays in a mud puddle.,She is playing without her mother aproval,1,neutral,The hypothesis is supported by the premise: Two women both wearing pink shirts are dancing side by side on a rooftop overlooking a. This is consistent with the claim that Two women in pink shirts are performing dance.
"Three laughing men are sitting in a row, two of which are making gestures with their hands.",3 men having a laugh,0,entailment,"The premise gives related context (A man in a hat is walking in a parking lot), but it does not provide enough evidence to confirm or deny that There is someone in the parking lot of Mcdonalds."
An Elderly person against a wall on the streets looking down with a cup and photograph in hand.,The elderly person sits down on the steps.,2,contradiction,The hypothesis is supported by the premise: An Asian man in a red shirt is grilling chicken. This is consistent with the claim that A man is wearing a red shirt while cooking chicken.
A man in a green shirt is taking a spin class.,The man is exercising.,0,entailment,The hypothesis is supported by the premise: A woman with a brown coat and a woman with a black top stand along displays. This is consistent with the claim that Two women stand near displays of fruit.
Two girls holding hands in orange clothes,Girls are holding hands in blue clothes,2,contradiction,The hypothesis is supported by the premise: A blond woman dressed in pink performs on a stage guarded by uniformed men. This is consistent with the claim that There's a woman wearing pink doing something with guards nearby.
A man on a bicycle jumps from a ramp.,the man is riding a bike.,1,neutral,The hypothesis is supported by the premise: Two young boys amidst a crowd in India. This is consistent with the claim that The young boys are in India.
The player is kicking a soccer ball on the grass field.,The player is sitting on the ground,2,contradiction,"The premise gives related context (Two men smiling at the camera inside a restaurant one is holding up a beer), but it does not provide enough evidence to confirm or deny that Two men smiling at the camera inside a restaurant one is holding up a beer and."
A bike rider with a yellow helmet and red jacket corners a trail in a leafy wooded area.,a man corners a trail,1,neutral,"The premise gives related context (Two individuals are working a food booth), but it does not provide enough evidence to confirm or deny that Two men working at classy burger stall."
A man throwing a ball for a dog.,A man playing with a dog.,0,entailment,"The premise gives related context (A skateboarder rides down a rail), but it does not provide enough evidence to confirm or deny that he is downtown."
A boy in a white shirt and black shorts is throwing a green Frisbee.,A boy is throwing a frisbee at his mom.,1,neutral,"The premise gives related context (14 men standing on a stairway outside almost all wearing the same shirt), but it does not provide enough evidence to confirm or deny that 14 men posing for a picture."
Men building a sand castle in shallow water.,These men are getting wet,1,neutral,"The premise gives related context (An old street with some people window shopping), but it does not provide enough evidence to confirm or deny that A few people are talking amongst each other while shopping."
Two men playing baseball.,The men are watching hockey on TV.,2,contradiction,The hypothesis is supported by the premise: A ballerina is dancing in a dark rustic environment. This is consistent with the claim that A person is dancing.
a group of people walking down the street.,The people are walking.,0,entailment,The hypothesis is supported by the premise: A man in red scarf and white hat sits on a blanket on the ground surrounded. This is consistent with the claim that A man is selling something as he sits on the ground.
Two young people serve food.,Food is being served.,0,entailment,"The premise gives related context (A man wearing a white shirt and red and black shorts is running on the sidewalk), but it does not provide enough evidence to confirm or deny that A sad man wearing a white shirt and red and black shorts is running on the."
A smiling man carrying a toddler squats down in front of a train.,A frowning man carrying a toddler sits down.,2,contradiction,"The premise gives related context (Two policemen are riding bikes on the street), but it does not provide enough evidence to confirm or deny that Two men are chasing a criminal."
Two dogs play with a ball in a field.,Animals are outside.,0,entailment,"The premise gives related context (This man with a white hard hat and gray vest and long sleeve shirt is standing), but it does not provide enough evidence to confirm or deny that A man is trying to survey the areas that need fixing."
An older man making something out of husk.,The woman is making something from the tusk.,2,contradiction,The hypothesis is supported by the premise: 2 men one in orange raincoat and hard hat and holding a yellow pole other man. This is consistent with the claim that Two men are looking at a caution cone.
a large group of dogs walking in a body of water.,Animals are walking around in some water.,0,entailment,The hypothesis is supported by the premise: Three sailboats sit near the bank of the river. This is consistent with the claim that The hulls of the boats are wet.
An asian woman and man are trying to cut a fish so it can be cooked.,They are going to make some sushi.,1,neutral,"The hypothesis conflicts with the premise. The premise states A girl sitting on a bridge staring at the water, which contradicts the claim that The girl is swimming in the ocean."
"An underwater photographer swims under the beautiful sea, yet above the white sand in the clear water with a large camera as she takes photo's from underneath the water.",A man swims under the lake taking photos for a scientific experiment,2,contradiction,"The premise gives related context (A men's Olympic indoor volleyball game), but it does not provide enough evidence to confirm or deny that USA men are playing Greece in volleyball."
A child is spilling a set of Legos out of a bag onto a table.,The kid is going to build a castle.,1,neutral,The hypothesis is supported by the premise: There is a person standing on top of a stairway outside of a Costco store. This is consistent with the claim that A person is outside.
This is a man with a goofy grin on his face.,This is a man who is grimacing angrily.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A man tackles another man while playing football, which contradicts the claim that Two kids play tennis together."
Two people sitting and looking at the water.,Three men are looking at snow.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two woman are holding a large blue tank, which contradicts the claim that Two women are holding a bag."
a skinny young man running with no shirt on,The man is moving.,0,entailment,"The premise gives related context (Two small children are playing in a sprinkler system), but it does not provide enough evidence to confirm or deny that Two children are playing on a hot day."
People are sitting and drinking wine at tables.,The wine is cheap.,1,neutral,The hypothesis is supported by the premise: A man in snow weather gear is laying in the snow in front of a door. This is consistent with the claim that A man in snow gear lays in the snow.
A youth rides a scooter on a sidewalk near a building.,A person is outside a building.,0,entailment,"The premise gives related context (A woman playing tennis preparing to serve the ball), but it does not provide enough evidence to confirm or deny that The woman is playing at Wimbledon and about ready to serve."
A partly cloudy day at the beach with people standing around and a building on the right.,People standing on the beach are star-gazing.,2,contradiction,The hypothesis is supported by the premise: People walking on a busy street with umbrellas. This is consistent with the claim that there are people outside on the street.
A person surfing a wave.,A human outside.,0,entailment,"The hypothesis conflicts with the premise. The premise states Three man around a wheeled cart with baked goods while a man with a cane walks, which contradicts the claim that a man with a cane walks away from a man around a baked goods cart."
A girl wearing a white coat stands in the middle of sprinklers.,The girl is running naked through the sprinklers.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A woman in a yellow shirt works on repairing a computer monitor, which contradicts the claim that A woman is reading a magazine."
A large gathering of people at a park.,A group of people are outside.,0,entailment,"The premise gives related context (A man playing a string instrument at a desk), but it does not provide enough evidence to confirm or deny that An elderly man plays with an instrument at his desk."
"A man with a guitar, in cowboy boots and underwear, is standing in a street next to a woman, with yellow taxicabs in the background.",A man with a guitar is singing while people are crowded around him.,1,neutral,"The hypothesis conflicts with the premise. The premise states Two people are playing a board game, which contradicts the claim that Two people are playing catch."
A middle-aged man in a camouflage sweatshirt falls to his knees and holds out his hat.,A man is shown falling to his knees on the battlefield.,1,neutral,The hypothesis is supported by the premise: Three little ballerinas attend class but one seems distracted by something off the dance floor. This is consistent with the claim that Three ballerinas are in class.
A rock climber grasps a ledge with his chalk covered hand.,A man sitting inside.,2,contradiction,The hypothesis is supported by the premise: Three dogs play in a field near a house to the right. This is consistent with the claim that The dogs are playing in a field.
"An old man smiling at the camera in front of a rocky, barren patch of land.",A man is smiling because he is fifty feet tall and can crush anyone.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Street musicians working for money to survive, which contradicts the claim that Street musicians not working."
BMX rider making a huge leap over a rocky slope.,The rider is outside.,0,entailment,"The hypothesis conflicts with the premise. The premise states group of people with sleeping bags in large open room, which contradicts the claim that The dogs are there with their sleeping bags."
Water from the left splashing over a man with a white helmet.,A person was wearing a multi colored helmet and it appeared to be dry.,2,contradiction,The hypothesis is supported by the premise: A young lady sitting on a wall with earphones in her ears. This is consistent with the claim that a young lady siting with earphone in her ears.
A player on the Boston Red Sox prepares for a pitch during a game.,A man plays basketball with his daughter.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A little girl in a yellow t shirt sits on a sandy beach playing with her, which contradicts the claim that A little girl stirring a bowl of sand inside her kitchen."
A pole vaulter in a blue and red uniform has just gone over the bar but has not yet let go of the pole.,The pole vaulter has made the highest jump of the day.,1,neutral,"The premise gives related context (A lady speaking into a microphone with a man holding a guitar next to her), but it does not provide enough evidence to confirm or deny that The lady and the man are giving a concert."
Man dressed as a judge pretending to hang another man on top of a truck.,Two men are eating lunch.,2,contradiction,The hypothesis is supported by the premise: A man in white is holding up another person while handing out flyers. This is consistent with the claim that The man is holding out flyers.
A female runner with the number 3443 pinned to her chest runs down a street.,The woman is running down a street.,0,entailment,"The premise gives related context (Three dark haired people stand near each other with large buildings in the background), but it does not provide enough evidence to confirm or deny that Three people stand near each other in the city."
A man in a dark shirt stands in front of produce on a pink tablecloth.,The man is looking at the fruits and vegetables.,0,entailment,The hypothesis is supported by the premise: An old man is examining his camera while a younger man is singing nearby. This is consistent with the claim that The man is looking at a camera.
Elderly man with cane bends down to look at some plants and is steadied from behind.,"A retired man nearly falls over some plants, but his nurse grabs him from behind.",1,neutral,"The premise gives related context (A man in a black shirt is eating with his hands), but it does not provide enough evidence to confirm or deny that A guy is eating and a friend joins him."
"A group of protesters march in the street, carrying signs that read ""Free Gaza"".",a group is protesting in the street,0,entailment,The hypothesis is supported by the premise: A hockey player wearing a gold and white jersey getting ready to shoot the puck against. This is consistent with the claim that The hockey players are on ice.
A woman in a yellow hospital gown is holding a sleeping child that has a cast on the right arm.,The child has broken his arm.,1,neutral,"The premise gives related context (A small child uses a grinding machine while wearing safety glasses), but it does not provide enough evidence to confirm or deny that The child is wearing pants."
A man in a yellow rain jacket is playing a musical instrument amidst black and white birds.,A man is playing a tuba outside.,1,neutral,The hypothesis is supported by the premise: Two male worker talking outside their building. This is consistent with the claim that Two coworkers are discussing their job.
A few people are standing in front of green house.,The people are eating their dinner.,2,contradiction,"The premise gives related context (A mature Asian man is standing in a gray hallway), but it does not provide enough evidence to confirm or deny that The man is wearing pants in his house."
A man in a blue shirt driving a Segway type vehicle.,A man is swimming in a pool.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Young children holding hands and dancing, which contradicts the claim that Young children are sitting in a park."
A large group of asian people are crowding around some sort of float at some sort of festival.,a group of people are around a float,0,entailment,"The premise gives related context (A married couple are cutting a wedding cake), but it does not provide enough evidence to confirm or deny that A bridge and groom cutting a pink wedding cake."
A woman and a child crossing the street.,A mother and daughter crossing a city street.,1,neutral,The hypothesis is supported by the premise: Elderly man with long hair and a beard holding a camera and walking at an event. This is consistent with the claim that The man is taking photos at an event.
"Standing outside in front of a red van, a man in a hat picks up a framed painting from a table full of such paintings and other art.",A shopper contemplates a purchase at a sidewalk art fair.,1,neutral,"The premise gives related context (A large brown dog and a small gray dog on a rocky surface with weeds behind), but it does not provide enough evidence to confirm or deny that A large brown dog and a small gray dog on a black surface with weeds behind."
A person walks on an empty sidewalk wearing a heavy coat.,A man walks alone on the sidewalk.,1,neutral,"The premise gives related context (Surfer coasts over some small waves models for camera), but it does not provide enough evidence to confirm or deny that An attractive surfer waves to the camera and the group behind it."
A group of people on a riverbank some sitting on the grass some standing.,People are hanging out on the moon.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A businesswoman sitting at her desk and working on the computer, which contradicts the claim that The businesswoman is riding the subway."
Man with gray hair and a black outfit riding a white horse.,The gray hair man sleeps naked.,2,contradiction,The hypothesis is supported by the premise: Kid sits wearing swim gear. This is consistent with the claim that The kid is sitting.
An older woman in a red blouse standing in front of her wares.,A lady is wearing red.,0,entailment,The hypothesis is supported by the premise: A variety of folks in the back of a large wagon. This is consistent with the claim that a variety of people in the back of a large wagon.
Three dogs of various sizes.,There are three dogs that are all the same size.,2,contradiction,"The premise gives related context (Two cyclists competing in road race one in front of the other), but it does not provide enough evidence to confirm or deny that Two people are near the finish line."
An older gentleman smiles while he strums a guitar in the street on a sunny day.,A man is playing guitar on a busy street.,1,neutral,"The premise gives related context (Snowboarder making a jump off a small mound of snow), but it does not provide enough evidence to confirm or deny that A snowboarder is on fresh snow."
A young teen performing a skateboard trick at a construction site caught in midair flipping his board.,The teen is a pro.,1,neutral,"The premise gives related context (A man is sitting in a semi truck smiling), but it does not provide enough evidence to confirm or deny that A man is smiling at a woman walking by."
A man in a green shirt hailing a taxi in a large city.,A man is skinny-dipping alone in a mountain stream.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A soccer team dressed in blue has control of the soccer ball while an opposing teammate, which contradicts the claim that The team is eating pizza at a restaurant."
Several ladies gathered around a table engaged in an electronics project,Several ladies are learning about electronics.,1,neutral,The hypothesis is supported by the premise: A person wearing a hat is sitting on something yellow while fishing from a rock. This is consistent with the claim that A person in a hat is fishing.
A man wearing a blue coat and red scarf cocks back his arm while holding a stick on the beach.,the man is wearing gucci,1,neutral,"The premise gives related context (Resident man shovels a path of snow from his house), but it does not provide enough evidence to confirm or deny that A man shovels a path through the snow so he can get to work on time."
A dog wearing a hat stretches open its mouth.,The dog is performing a trick for his master.,1,neutral,"The premise gives related context (A man walking by a stop sign), but it does not provide enough evidence to confirm or deny that A man walking by a stop sign across an empty street."
A golfer prepares to take a shot on golf course surrounded by trees.,The golfer is wearing sunglasses and a visor.,1,neutral,The hypothesis is supported by the premise: A woman with sunglasses standing at a table with condiments. This is consistent with the claim that A woman is standing by food.
Twome women in black jumpsuits throw objects in the air in sync.,the women are juggling,0,entailment,"The premise gives related context (a small white and black dog jumping over a big brown couch), but it does not provide enough evidence to confirm or deny that A small dog is playing with a new couch."
Two children rolling down a grassy hill,Two children roll down the hill,0,entailment,"The premise gives related context (Two men standing on a medium sized fishing boat in the ocean as the sun sets), but it does not provide enough evidence to confirm or deny that Two men fishing for fishes."
A man teaches young children about fixing bicycles in a park.,A man teaches children how to fix bikes outdoors.,0,entailment,The hypothesis is supported by the premise: A person sits near a mountain. This is consistent with the claim that A human sitting.
An older man sitting on a green upside down bucket playing the harmonica on a cobblestone sidewalk.,A homeless man covers himself with newspapers to stay warm.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A boy in a gray sweatshirt is laughing while someone helps him put his foot over, which contradicts the claim that A boy suffered in a car crash and no longer has legs."
Official looking people view a map.,People look at a map.,0,entailment,"The hypothesis conflicts with the premise. The premise states A little girl rides in a child's swing, which contradicts the claim that All the children of earth have been ground up and made into dog food."
A brown dog in a field.,There is a dog in the field.,0,entailment,The hypothesis is supported by the premise: A man and a woman performing at a christmas dinner. This is consistent with the claim that It is christmas day.
Several people at an outdoor picnic.,Humans in a group.,0,entailment,The hypothesis is supported by the premise: A gray haired man and a blond younger woman listen to someone speak to them at. This is consistent with the claim that Two people of different ages and genders are paying attention to the sounds of a third.
War reenactors fire a cannon.,The war reenactors are reenacting the Battle of Gettysburg for their local community.,1,neutral,"The premise gives related context (A girls is jumping in the sand), but it does not provide enough evidence to confirm or deny that A girl is jumping in a sand box."
A tourist examines some postcards on the local docks.,A person examining things at the docks.,0,entailment,"The hypothesis conflicts with the premise. The premise states A four wheeler being raced down a dirt road by a person in a matching blue, which contradicts the claim that The person is traveling at sea."
The Roman colosseum on a sunny day with tourists around.,Tourists can see the Eiffel Tower in the distance.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Some young men looking over the edge of a bridge on a sunny day, which contradicts the claim that The men are indoors."
A man is playing a guitar while sitting beside a woman.,a man is playing,0,entailment,The hypothesis is supported by the premise: With a pack and ski pole on the ground a man wearing a winter coat is. This is consistent with the claim that Men are setting up tents.
Two friends next to a closed shop door embrace.,The people embracing are friends.,0,entailment,"The premise gives related context (Am older person wearing a blue jacket sitting on a bench eating an ice cream cone), but it does not provide enough evidence to confirm or deny that An old man enjoys an ice cream cone."
A woman and two children stand in front of plants.,A man and a woman look at trees.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A man wearing a green shirt and a black sleeveless jacket is standing next to a, which contradicts the claim that A woman reads a book."
A large tan dog sits on a grassy hill.,The dog has lost it's human.,1,neutral,"The hypothesis conflicts with the premise. The premise states A young boy peering out the window of a passenger bus, which contradicts the claim that The boy is sleeping."
A dog plays with a man by running around poles.,The dog is training for a competition,1,neutral,"The hypothesis conflicts with the premise. The premise states A electrician fixing or replacing lights in a office building wearing jeans and a black shirt, which contradicts the claim that An electrician broke the lights in an office building."
Children playing leapfrog beside fountain.,These children are all related.,1,neutral,"The premise gives related context (A brown dog is trying to catch a flying disk but missed it), but it does not provide enough evidence to confirm or deny that The dog tries again to catch it."
A man wearing a hard hat and a caution vest is standing in the street waving an orange flag.,There are workers fixing the road.,1,neutral,"The premise gives related context (a boy smiles underwater), but it does not provide enough evidence to confirm or deny that A boy is trying to catch a fish underwater."
A child in a blue sweater holds a pen in his mouth.,"A fifth grader is taking a test, pausing with a pen in his mouth while he thinks.",1,neutral,"The premise gives related context (A man with a red bag a woman carrying a child and two others cross the), but it does not provide enough evidence to confirm or deny that Four people are crossing the street in the crosswalk."
A young man in a Run DMC shirt cuts the hair of another young man as a teen in a striped shirt watches.,A barber is shaving the head of a young man.,1,neutral,The hypothesis is supported by the premise: Five men at differing heights on scaffolding next to a building. This is consistent with the claim that The men are at differing heights next to the building.
a white dog is running with its mouth open across the grass.,a dog runs through a field,0,entailment,"The hypothesis conflicts with the premise. The premise states Adults are voting while children wait behind them, which contradicts the claim that There is not anything to vote on."
People sit and stand near a fountain.,The people are playing basketball.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Musician in cowboy hat playing an electric guitar and singing into a microphone, which contradicts the claim that a guy is holding an ice cream cone at mcdonalds."
A woman in a yellow blouse shaving the head of another.,A bald woman is cutting another person hair.,0,entailment,The hypothesis is supported by the premise: A basketball player from one team making a rebound while three players oppose him. This is consistent with the claim that A person is playing basketball.
A man is investigating an internal problem within his tractor.,There is a man working on his tractor.,0,entailment,"The hypothesis conflicts with the premise. The premise states An older gentleman with a white beard red cap and black coat holding a can inside, which contradicts the claim that An older gentleman with a white beard red cap and black coat doesn't hold a can."
A man jumps and does the splits in midair.,the guy does a mid-air split,0,entailment,"The hypothesis conflicts with the premise. The premise states An old couple is walking down the street holding hands, which contradicts the claim that A couple giving each other piggy back rides."
A blond lady wearing a tan jacket samples a seafood dish at a restaurant.,A blond lady samples seafood at a 5 star restaurant.,1,neutral,"The premise gives related context (A woman handing a white cup to a man with a newspaper box and a shopping), but it does not provide enough evidence to confirm or deny that A female cashier serving a man his coffee."
One older man in a game preserve is standing with ear protection on while a younger man not wearing ear protection holds a rifle.,One older man in a game preserve is not standing,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two people one in a white shirt and one in a red shirt drink beer together, which contradicts the claim that People are all wearing the same color shirt."
A young boy in a blue shirt and black pants is kicking a soccer ball.,The boy is wearing cleates.,1,neutral,The hypothesis is supported by the premise: A man feeding a horse wearing a blue strapped blanket. This is consistent with the claim that The horse needs nourishment.
a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness.,The woman is using safety equipment.,0,entailment,The hypothesis is supported by the premise: A man is servicing a truck. This is consistent with the claim that The man is a mechanic.
A bigger man with a gray shirt and sweatband going down the stairs where another guy in glasses and an orange shirt is standing.,A man is going down the stairs.,0,entailment,The hypothesis is supported by the premise: The man with the shaved head is hanging up his laundry on the line. This is consistent with the claim that A person hangs the laundry outside to dry.
"A woman in sneakers yellow printed shorts and blue a blue shirt and hat paints on a boardwalk, seperated by a rail from a sandy, grassy hill.",The woman is in a red shirt.,2,contradiction,"The premise gives related context (A motorcycle is parked next to an information booth on a dark street), but it does not provide enough evidence to confirm or deny that The motorcycle is new."
The boy in black is skateboarding in the air in front of the flowers and a white and blue sign.,A boy with two broken legs enjoying flowers,2,contradiction,"The premise gives related context (A man in a hat and an apron works on a bicycle), but it does not provide enough evidence to confirm or deny that Man works on womens bike."
a sign telling you to accept jesus as your savior.,There is a jesus sign.,0,entailment,"The premise gives related context (Two brown dogs playing with each other one has his mouth open biting the other dog), but it does not provide enough evidence to confirm or deny that A dog play bites his friend who is also a dog."
A man is talking too a girl on a baseball field.,A girl is on a baseball field.,0,entailment,The hypothesis is supported by the premise: During karate practice one student kicks through a wooden plank while another individual holds it at. This is consistent with the claim that A student practices kicking.
A young barefooted girl leaps in the air while playing a toy guitar.,The girl is kicking the guitar.,2,contradiction,The hypothesis is supported by the premise: A group of people in business casual clothes sitting on blue chairs arranged in a circle. This is consistent with the claim that The people are looking at the computer.
A water truck creates a rainbow across a street.,The rainbow is pretty.,1,neutral,"The hypothesis conflicts with the premise. The premise states The soccer player wearing the gold jersey is blocking the ball from the opposing team player, which contradicts the claim that the birds ate seeds."
A man wearing dark clothing standing in front of a red brick building stands on a sidewalk with trash in the gutter.,A naked man stands in the gutter.,2,contradiction,The hypothesis is supported by the premise: A man stands near garbage and a spray painted drawing. This is consistent with the claim that A man stands near garbage and a drawing.
A young boy is playing basketball in an official game.,There is no basketball court.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A baby cries in its cradle, which contradicts the claim that A baby is walking down the street."
The man is carving an image in the ice using a small knife.,A man making an ice carving for a wedding.,1,neutral,"The hypothesis conflicts with the premise. The premise states Two dancers in a street performance, which contradicts the claim that A person is dancing alone."
A man holding a fishing pole and tackle box walking in from the ocean.,A woman fishing,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two guys against a wall one is in black pants and is upside down the other, which contradicts the claim that Two men are lying in bunk beds sleeping."
Swimming instructors show young girls how to float.,Adults show children how to float in a pool.,1,neutral,The hypothesis is supported by the premise: Two woman are sitting in a tree. This is consistent with the claim that Some women are outside.
A man with long hair and a black t-shirt cutting lettuce.,The man is making a burger with lettuce on it.,1,neutral,"The premise gives related context (A climber is hanging on a rocky ledge high over a bridge), but it does not provide enough evidence to confirm or deny that The climber is going base jumping off the ledge."
Two rock and roll performers on stage playing their guitars performing in front of a crowd.,The performers are on stage.,0,entailment,The hypothesis is supported by the premise: A child is playing at a park. This is consistent with the claim that A child plays outside.
These are three young black men who appear to be very similar in age and height and facial features.,Three similar black men stand next to each other,0,entailment,"The premise gives related context (A green fish is jumping out of water), but it does not provide enough evidence to confirm or deny that The fish has been seen by a fisherman."
Several people are socializing outdoors in the woods wearing bathing suits.,The people are standing on the city street.,2,contradiction,"The premise gives related context (A young girl brushes her teeth while her baby sibling lays on the couch), but it does not provide enough evidence to confirm or deny that A person brushes their teeth while preparing for a date while babysitting."
Four young children perform a martial art.,The children are asleep,2,contradiction,"The hypothesis conflicts with the premise. The premise states A boy with glasses is standing on top of a rocky peak with hands in his, which contradicts the claim that The boy with glasses is running down the stairs."
A man carries a woman in a red swimsuit on a crowded beach.,There is a man watching a women at the beach,2,contradiction,"The hypothesis conflicts with the premise. The premise states The girl with a baby on her back stand and look at the tall mountain, which contradicts the claim that The mountain is tiny."
A woman is flying through the air and landing on a bed.,A woman is on the ground.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two women talking in a city street, which contradicts the claim that Two women ignoring each other."
"A man in an orange jersey with the letter ""12"" on it plays football.",A man in a jersey gets ready to play baseball.,1,neutral,"The premise gives related context (People are riding around on snowmobiles), but it does not provide enough evidence to confirm or deny that People are riding snowmobiles at high speeds."
Young girl who is dressed up in a white and pink dress smiles as looks on at something.,The young boy scowled.,2,contradiction,"The premise gives related context (A boy wearing a red gray jacket is running on sand), but it does not provide enough evidence to confirm or deny that He is running from his parents."
Two men wearing hats and using walking sticks are walking near a body of water during sundown.,Two men ride their bikes through the park.,2,contradiction,"The hypothesis conflicts with the premise. The premise states Three girls jump into a pool, which contradicts the claim that Three boys jump rope."
A person wearing a wetsuit rides a jet ski into a wave.,the man is on the lake with his friends riding jet skis,1,neutral,"The premise gives related context (Two women crossing the street on a cold day), but it does not provide enough evidence to confirm or deny that Two women huddle together against the wind as they cross the road."
People painting each others arms bright colors.,The people are doing an experimental art project using the human body as a canvas.,1,neutral,"The hypothesis conflicts with the premise. The premise states A girl wearing a red and black jacket is sledding through the snow, which contradicts the claim that A girl indoors drinking hot cocoa."
A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.,A man jumps.,2,contradiction,The hypothesis is supported by the premise: The scuba diver is underwater. This is consistent with the claim that The diver needs special equipment to breathe.
A woman in a green dress is walking on a sidewalk while a man in a red shirt is standing beside a white car with the hood up.,The woman is wearing a hat.,1,neutral,"The hypothesis conflicts with the premise. The premise states A man is wearing a hat and a white shirt, which contradicts the claim that The man is wearing all black."
"A mustached man wearing a floppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",A man is in the MBA and hiting real baseballs,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two people looking a piece of paper standing on concrete, which contradicts the claim that Two people are reading a full set of encyclopedia britannicas."
Police in riot gear are walking down a street.,The police are preparing for a clash with demonstrators.,1,neutral,The hypothesis is supported by the premise: A man in a white long sleeve shirt and black cap holding a bottled drink under. This is consistent with the claim that A man wearing a white Oxford shirt and black cap is holding a bottled water under.
A man selling donuts and other pastries.,a man sleeping on a couch,2,contradiction,"The premise gives related context (A male in a red hat playing with a chainsaw on fire and a green ball), but it does not provide enough evidence to confirm or deny that This guy works in a circus."
A young boy runs barefoot while wearing a blue swimsuit.,The boy is moving.,0,entailment,The hypothesis is supported by the premise: A group of greyhound dogs runs around a dirt track. This is consistent with the claim that Animals running around.
"Two men, one with a ball and a blue uniform, and the other in a white uniform are playing basketball.",The men are playing soccer.,2,contradiction,"The premise gives related context (Three people are using a homemade cart to carry water from a well), but it does not provide enough evidence to confirm or deny that Three people that are friends."
A policeman is shown working a block party.,A police officer is on duty securing the site around a party outside.,1,neutral,The hypothesis is supported by the premise: Two white swans in the lake. This is consistent with the claim that The swans are swimming.
"A man wearing a shirt and tie, looks perplexed as he navigates through a crowd.",A man is sleeping.,2,contradiction,"The premise gives related context (A woman bike rider looking over water at a view point), but it does not provide enough evidence to confirm or deny that The woman paused for a break and looked over the water at the viewpoint."
Blurry photo of man and woman.,The man and woman were moving to fast for the picture to take.,1,neutral,The hypothesis is supported by the premise: A man is standing outside a building dressed in black and white while holding a white. This is consistent with the claim that The man stands outdoors near a building.
